TraitOriginalName,TraitAnnotation,TraitAnnotationID,Property,ProAnnotation,ProAnnotationID,ActualProValue,pmcId,tableId
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,PMC4872001,PMC4872001_Table 2
Plant shape,Plant shape,,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,PMC4321030,PMC4321030_TABLE 2
Plant shape,Plant shape,,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-TG523,PMC4321030,PMC4321030_TABLE 2
Plant shape,Plant shape,,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,PMC4321030,PMC4321030_TABLE 4_0
Plant shape,Plant shape,,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-TG523,PMC4321030,PMC4321030_TABLE 4_0
Plant shape,Plant shape,,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,PMC4321030,PMC4321030_TABLE 4_1
Plant shape,Plant shape,,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-TG523,PMC4321030,PMC4321030_TABLE 4_1
Plant shape (H:W),Plant shape (H:W),,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 2
Plant shape (H:W),Plant shape (H:W),,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 4
Plant size,plant size,http://purl.obolibrary.org/obo/SP_0000002,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,PMC4321030,PMC4321030_TABLE 2
Plant size,plant size,http://purl.obolibrary.org/obo/SP_0000002,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-T0408,PMC4321030,PMC4321030_TABLE 2
Plant size,plant size,http://purl.obolibrary.org/obo/SP_0000002,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,PMC4321030,PMC4321030_TABLE 4_0
Plant size,plant size,http://purl.obolibrary.org/obo/SP_0000002,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-T0408,PMC4321030,PMC4321030_TABLE 4_0
Plant size,plant size,http://purl.obolibrary.org/obo/SP_0000002,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194,PMC4321030,PMC4321030_TABLE 4_1
Plant size,plant size,http://purl.obolibrary.org/obo/SP_0000002,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG194-T0408,PMC4321030,PMC4321030_TABLE 4_1
Plant size,plant size,http://purl.obolibrary.org/obo/SP_0000002,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 2
Plant size,plant size,http://purl.obolibrary.org/obo/SP_0000002,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 4
Plant width,plant width,http://purl.obolibrary.org/obo/TO_0006062,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At4g22260,PMC4321030,PMC4321030_TABLE 2
Plant width,plant width,http://purl.obolibrary.org/obo/TO_0006062,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1-At1g21690,PMC4321030,PMC4321030_TABLE 2
Plant width,plant width,http://purl.obolibrary.org/obo/TO_0006062,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At4g22260,PMC4321030,PMC4321030_TABLE 4_0
Plant width,plant width,http://purl.obolibrary.org/obo/TO_0006062,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1-At1g21690,PMC4321030,PMC4321030_TABLE 4_0
Plant width,plant width,http://purl.obolibrary.org/obo/TO_0006062,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,At4g22260,PMC4321030,PMC4321030_TABLE 4_1
Plant width,plant width,http://purl.obolibrary.org/obo/TO_0006062,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1-At1g21690,PMC4321030,PMC4321030_TABLE 4_1
Plant width,plant width,http://purl.obolibrary.org/obo/TO_0006062,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 2
Plant width,plant width,http://purl.obolibrary.org/obo/TO_0006062,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TG358,PMC3852376,PMC3852376_Table 4
qELS_T10_A01_1,qELS_T10_A01_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1992-1-GM1992-2,PMC4948827,PMC4948827_Table 5
qELS_T10_A01_1,qELS_T10_A01_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1992-1,PMC4948827,PMC4948827_Table 5
qELS_T10_A01_2,qELS_T10_A01_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2724-2-GM1971-2,PMC4948827,PMC4948827_Table 3
qELS_T10_A01_2,qELS_T10_A01_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1971-2,PMC4948827,PMC4948827_Table 3
qELS_T10_A01_2,qELS_T10_A01_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2724-2-GM1971-2,PMC4948827,PMC4948827_Table 5
qELS_T10_A01_2,qELS_T10_A01_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1971-2,PMC4948827,PMC4948827_Table 5
qELS_T10_A01_3,qELS_T10_A01_3,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1992-1-GM1992-2,PMC4948827,PMC4948827_Table 5
qELS_T10_A01_3,qELS_T10_A01_3,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1992-1,PMC4948827,PMC4948827_Table 5
qELS_T10_A01_4,qELS_T10_A01_4,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2724-2-GM1971-2,PMC4948827,PMC4948827_Table 3
qELS_T10_A01_4,qELS_T10_A01_4,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1971-2,PMC4948827,PMC4948827_Table 3
qELS_T10_A01_4,qELS_T10_A01_4,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2724-2-GM1971-2,PMC4948827,PMC4948827_Table 5
qELS_T10_A01_4,qELS_T10_A01_4,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1971-2,PMC4948827,PMC4948827_Table 5
qELS_T10_A03_1,qELS_T10_A03_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB278-GM1073,PMC4948827,PMC4948827_Table 5
qELS_T10_A03_1,qELS_T10_A03_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB278,PMC4948827,PMC4948827_Table 5
qELS_T10_A03_2,qELS_T10_A03_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB284-Ah404,PMC4948827,PMC4948827_Table 5
qELS_T10_A03_2,qELS_T10_A03_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah404,PMC4948827,PMC4948827_Table 5
qELS_T10_A03_3,qELS_T10_A03_3,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB1078-AHGS0132,PMC4948827,PMC4948827_Table 5
qELS_T10_A03_3,qELS_T10_A03_3,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,AHGS0132,PMC4948827,PMC4948827_Table 5
qELS_T10_A03_4,qELS_T10_A03_4,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB278-GM1073,PMC4948827,PMC4948827_Table 5
qELS_T10_A03_4,qELS_T10_A03_4,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB278,PMC4948827,PMC4948827_Table 5
qELS_T10_A03_5,qELS_T10_A03_5,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Seq4F07-GM1073,PMC4948827,PMC4948827_Table 3
qELS_T10_A03_5,qELS_T10_A03_5,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1073,PMC4948827,PMC4948827_Table 3
qELS_T10_A03_5,qELS_T10_A03_5,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Seq4F07-GM1073,PMC4948827,PMC4948827_Table 5
qELS_T10_A03_5,qELS_T10_A03_5,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1073,PMC4948827,PMC4948827_Table 5
qELS_T10_A03_6,qELS_T10_A03_6,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Seq18A05-PM238-2,PMC4948827,PMC4948827_Table 5
qELS_T10_A03_6,qELS_T10_A03_6,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Seq18A05,PMC4948827,PMC4948827_Table 5
qELS_T10_A03_7,qELS_T10_A03_7,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB1078-Seq9H08,PMC4948827,PMC4948827_Table 5
qELS_T10_A03_7,qELS_T10_A03_7,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB1078,PMC4948827,PMC4948827_Table 5
qELS_T11_A03,qELS_T11_A03,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM15-GNB1078,PMC4948827,PMC4948827_Table 5
qELS_T11_A03,qELS_T11_A03,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Seq18A05,PMC4948827,PMC4948827_Table 5
qELS_T11_A05,qELS_T11_A05,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1890-TC40D04,PMC4948827,PMC4948827_Table 3
qELS_T11_A05,qELS_T11_A05,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM65,PMC4948827,PMC4948827_Table 3
qELS_T11_A05,qELS_T11_A05,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1890-TC40D04,PMC4948827,PMC4948827_Table 5
qELS_T11_A05,qELS_T11_A05,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM65,PMC4948827,PMC4948827_Table 5
qELS_T11_B05,qELS_T11_B05,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72-PM183,PMC4948827,PMC4948827_Table 5
qELS_T11_B05,qELS_T11_B05,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72,PMC4948827,PMC4948827_Table 5
qELS_T12_A01,qELS_T12_A01,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,S001-Seq13A10-2,PMC4948827,PMC4948827_Table 5
qELS_T12_A01,qELS_T12_A01,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Seq13A10-2,PMC4948827,PMC4948827_Table 5
qELS_T12_A03,qELS_T12_A03,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM238-2-AhSW2,PMC4948827,PMC4948827_Table 5
qELS_T12_A03,qELS_T12_A03,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM238-2,PMC4948827,PMC4948827_Table 5
qELS_T12_A10,qELS_T12_A10,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2531-GNB100,PMC4948827,PMC4948827_Table 5
qELS_T12_A10,qELS_T12_A10,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2531,PMC4948827,PMC4948827_Table 5
qELS_T12_B03,qELS_T12_B03,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,PMC4948827,PMC4948827_Table 3
qELS_T12_B03,qELS_T12_B03,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC24G10,PMC4948827,PMC4948827_Table 3
qELS_T12_B03,qELS_T12_B03,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,PMC4948827,PMC4948827_Table 5
qELS_T12_B03,qELS_T12_B03,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC24G10,PMC4948827,PMC4948827_Table 5
qELS_T13_A01,qELS_T13_A01,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,S001-TC39E08,PMC4948827,PMC4948827_Table 5
qELS_T13_A01,qELS_T13_A01,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC39E08,PMC4948827,PMC4948827_Table 5
qELS_T13_A03,qELS_T13_A03,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC0A02-PM434,PMC4948827,PMC4948827_Table 5
qELS_T13_A03,qELS_T13_A03,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC0A02,PMC4948827,PMC4948827_Table 5
qELS_T13_B03,qELS_T13_B03,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,PMC4948827,PMC4948827_Table 5
qELS_T13_B03,qELS_T13_B03,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,PMC4948827,PMC4948827_Table 5
qELS_T13_B04,qELS_T13_B04,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1445-GM2033,PMC4948827,PMC4948827_Table 3
qELS_T13_B04,qELS_T13_B04,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1445,PMC4948827,PMC4948827_Table 3
qELS_T13_B04,qELS_T13_B04,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1445-GM2033,PMC4948827,PMC4948827_Table 5
qELS_T13_B04,qELS_T13_B04,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1445,PMC4948827,PMC4948827_Table 5
qLLS_T11_A01,qLLS_T11_A01,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB555-TC2D06,PMC4948827,PMC4948827_Table 6
qLLS_T11_A01,qLLS_T11_A01,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC2D06,PMC4948827,PMC4948827_Table 6
qLLS_T11_A06,qLLS_T11_A06,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2337-TC35F05,PMC4948827,PMC4948827_Table 6
qLLS_T11_A06,qLLS_T11_A06,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2337,PMC4948827,PMC4948827_Table 6
qLLS_T11_B03_1,qLLS_T11_B03_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,PMC4948827,PMC4948827_Table 3
qLLS_T11_B03_1,qLLS_T11_B03_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,PMC4948827,PMC4948827_Table 3
qLLS_T11_B03_1,qLLS_T11_B03_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,PMC4948827,PMC4948827_Table 6
qLLS_T11_B03_1,qLLS_T11_B03_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,PMC4948827,PMC4948827_Table 6
qLLS_T11_B03_2,qLLS_T11_B03_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC4G02,PMC4948827,PMC4948827_Table 3
qLLS_T11_B03_2,qLLS_T11_B03_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC29H08,PMC4948827,PMC4948827_Table 3
qLLS_T11_B03_2,qLLS_T11_B03_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC4G02,PMC4948827,PMC4948827_Table 6
qLLS_T11_B03_2,qLLS_T11_B03_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC29H08,PMC4948827,PMC4948827_Table 6
qLLS_T11_B05,qLLS_T11_B05,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72-PM183,PMC4948827,PMC4948827_Table 6
qLLS_T11_B05,qLLS_T11_B05,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72,PMC4948827,PMC4948827_Table 6
qLLS_T11_B06_1,qLLS_T11_B06_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC28E09-2-Ai119G12,PMC4948827,PMC4948827_Table 6
qLLS_T11_B06_1,qLLS_T11_B06_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB1027,PMC4948827,PMC4948827_Table 6
qLLS_T11_B06_2,qLLS_T11_B06_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,AHGS0798-PM210,PMC4948827,PMC4948827_Table 6
qLLS_T11_B06_2,qLLS_T11_B06_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,AHGS0798,PMC4948827,PMC4948827_Table 6
qLLS_T12_A03_1,qLLS_T12_A03_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,PMC4948827,PMC4948827_Table 3
qLLS_T12_A03_1,qLLS_T12_A03_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,PMC4948827,PMC4948827_Table 3
qLLS_T12_B03_1,qLLS_T12_B03_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,PMC4948827,PMC4948827_Table 6
qLLS_T12_B03_1,qLLS_T12_B03_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,PMC4948827,PMC4948827_Table 6
qLLS_T12_B03_2,qLLS_T12_B03_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,PMC4948827,PMC4948827_Table 6
qLLS_T12_B03_2,qLLS_T12_B03_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC29H08,PMC4948827,PMC4948827_Table 6
qLLS_T12_B06,qLLS_T12_B06,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ai119G12-PM210,PMC4948827,PMC4948827_Table 6
qLLS_T12_B06,qLLS_T12_B06,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM210,PMC4948827,PMC4948827_Table 6
qLLS_T13_A05,qLLS_T13_A05,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1878-GM1890,PMC4948827,PMC4948827_Table 6
qLLS_T13_A05,qLLS_T13_A05,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM1878,PMC4948827,PMC4948827_Table 6
qLLS_T13_A10_1,qLLS_T13_A10_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2531-Seq3E10,PMC4948827,PMC4948827_Table 6
qLLS_T13_A10_1,qLLS_T13_A10_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB100,PMC4948827,PMC4948827_Table 6
qLLS_T13_A10_2,qLLS_T13_A10_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2531-GA161,PMC4948827,PMC4948827_Table 6
qLLS_T13_A10_2,qLLS_T13_A10_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB100,PMC4948827,PMC4948827_Table 6
qLLS_T13_B03_1,qLLS_T13_B03_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,PMC4948827,PMC4948827_Table 6
qLLS_T13_B03_1,qLLS_T13_B03_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,PMC4948827,PMC4948827_Table 6
qLLS_T13_B03_2,qLLS_T13_B03_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,PMC4948827,PMC4948827_Table 3
qLLS_T13_B03_2,qLLS_T13_B03_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,PMC4948827,PMC4948827_Table 3
qLLS_T13_B03_2,qLLS_T13_B03_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,PMC4948827,PMC4948827_Table 6
qLLS_T13_B03_2,qLLS_T13_B03_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02,PMC4948827,PMC4948827_Table 6
qLLS_T13_B03_3,qLLS_T13_B03_3,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,PMC4948827,PMC4948827_Table 3
qLLS_T13_B03_3,qLLS_T13_B03_3,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC24G10,PMC4948827,PMC4948827_Table 3
qLLS_T13_B03_3,qLLS_T13_B03_3,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC3E02-TC29H08,PMC4948827,PMC4948827_Table 6
qLLS_T13_B03_3,qLLS_T13_B03_3,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC24G10,PMC4948827,PMC4948827_Table 6
qLLS_T13_B04_1,qLLS_T13_B04_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC4F12-Seq17F06,PMC4948827,PMC4948827_Table 6
qLLS_T13_B04_1,qLLS_T13_B04_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Seq17F06,PMC4948827,PMC4948827_Table 6
qLLS_T13_B04_2,qLLS_T13_B04_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GM2589-AHGS0230,PMC4948827,PMC4948827_Table 6
qLLS_T13_B04_2,qLLS_T13_B04_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,AHGS0230,PMC4948827,PMC4948827_Table 6
qLLS_T13_B05_1,qLLS_T13_B05_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72-TC6E01,PMC4948827,PMC4948827_Table 3
qLLS_T13_B05_1,qLLS_T13_B05_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM183,PMC4948827,PMC4948827_Table 3
qLLS_T13_B05_1,qLLS_T13_B05_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72-TC6E01,PMC4948827,PMC4948827_Table 6
qLLS_T13_B05_1,qLLS_T13_B05_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM183,PMC4948827,PMC4948827_Table 6
qLLS_T13_B05_2,qLLS_T13_B05_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72-PM183,PMC4948827,PMC4948827_Table 6
qLLS_T13_B05_2,qLLS_T13_B05_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GA72,PMC4948827,PMC4948827_Table 6
qTSW_T11_A01,qTSW_T11_A01,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah21-GNB842,PMC4948827,PMC4948827_Table 3
qTSW_T11_A01,qTSW_T11_A01,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC39E08,PMC4948827,PMC4948827_Table 3
qTSW_T11_A01,qTSW_T11_A01,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah21-GNB842,PMC4948827,PMC4948827_Table 4
qTSW_T11_A01,qTSW_T11_A01,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,TC39E08,PMC4948827,PMC4948827_Table 4
qTSW_T13_A01_1,qTSW_T13_A01_1,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah21-TC39E08,PMC4948827,PMC4948827_Table 4
qTSW_T13_A01_1,qTSW_T13_A01_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,S001,PMC4948827,PMC4948827_Table 4
qTSW_T13_A01_2,qTSW_T13_A01_2,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Ah126-GNB842,PMC4948827,PMC4948827_Table 3
qTSW_T13_A01_2,qTSW_T13_A01_2,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,GNB555,PMC4948827,PMC4948827_Table 3
