tpid	TraitOriginalName	TraitAnnotation	TraitAnnotationID	Property	ProAnnotation	ProAnnotationID	ActualProValue	pmcId									
616	Plant size	plant size	http://purl.obolibrary.org/obo/SP_0000002	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194-T0408	PMC4321030									
617	Plant size	plant size	http://purl.obolibrary.org/obo/SP_0000002	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	0.0‒0.7	PMC4321030									
619	Plant size	plant size	http://purl.obolibrary.org/obo/SP_0000002	Location(s)	location	http://biohackathon.org/resource/faldo#Position	1 & 2	PMC4321030									
634	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Abbreviation	abbreviation	http://purl.bioontology.org/ontology/SNOMEDCT/398223008	YLD	PMC4321030									
635	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Description	description	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25365	Fruit yield (kg)	PMC4321030									
636	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	1.91‡	PMC4321030									
637	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	F Values Location	location	http://biohackathon.org/resource/faldo#Position	—	PMC4321030									
638	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
639	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	1.91‡	PMC4321030									
640	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	F Values Location	location	http://biohackathon.org/resource/faldo#Position	—	PMC4321030									
641	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
642	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
643	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	At4g10050	PMC4321030									
644	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
645	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	4.14/1.69	PMC4321030									
646	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
647	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	At4g10050	PMC4321030									
648	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
649	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	4.14/1.69	PMC4321030									
650	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
651	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	cLEX4G10-At5g04590	PMC4321030									
652	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	6.9‒9.0	PMC4321030									
654	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
655	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
656	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	cLEX4G10-At5g04590	PMC4321030									
657	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	6.9‒9.0	PMC4321030									
659	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
660	Fruit size /shape	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
661	Fruit size /shape	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194	PMC4321030									
662	Fruit size /shape	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
663	Fruit size /shape	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	4.56/1.69	PMC4321030									
664	Fruit quality	fruit quality	http://purl.obolibrary.org/obo/TO_0002728	Abbreviation	abbreviation	http://purl.bioontology.org/ontology/SNOMEDCT/398223008	Brix	PMC4321030									
665	Fruit quality	fruit quality	http://purl.obolibrary.org/obo/TO_0002728	Description	description	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25365	°Brix (soluble solids content)	PMC4321030									
666	Fruit quality	fruit quality	http://purl.obolibrary.org/obo/TO_0002728	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	8.39‡	PMC4321030									
667	Fruit quality	fruit quality	http://purl.obolibrary.org/obo/TO_0002728	F Values Location	location	http://biohackathon.org/resource/faldo#Position	13.87*	PMC4321030									
668	Fruit quality	fruit quality	http://purl.obolibrary.org/obo/TO_0002728	Location	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
669	Fruit quality	fruit quality	http://purl.obolibrary.org/obo/TO_0002728	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
670	Fruit quality	fruit quality	http://purl.obolibrary.org/obo/TO_0002728	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	T0408	PMC4321030									
671	Fruit quality	fruit quality	http://purl.obolibrary.org/obo/TO_0002728	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
672	Fruit quality	fruit quality	http://purl.obolibrary.org/obo/TO_0002728	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	3.17/1.76	PMC4321030									
673	Fruit quality	fruit quality	http://purl.obolibrary.org/obo/TO_0002728	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
674	Fruit quality	fruit quality	http://purl.obolibrary.org/obo/TO_0002728	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194-J1	PMC4321030									
675	Fruit quality	fruit quality	http://purl.obolibrary.org/obo/TO_0002728	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	0.0‒1.4	PMC4321030									
677	Fruit quality	fruit quality	http://purl.obolibrary.org/obo/TO_0002728	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
740	FW	plant fresh weight	http://purl.obolibrary.org/obo/TO_0000442	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	5.56‡	PMC4321030									
741	FW	plant fresh weight	http://purl.obolibrary.org/obo/TO_0000442	F Values Location	location	http://biohackathon.org/resource/faldo#Position	—	PMC4321030									
742	FW	plant fresh weight	http://purl.obolibrary.org/obo/TO_0000442	Location	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
743	FW	plant fresh weight	http://purl.obolibrary.org/obo/TO_0000442	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
744	FW	plant fresh weight	http://purl.obolibrary.org/obo/TO_0000442	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194	PMC4321030									
745	FW	plant fresh weight	http://purl.obolibrary.org/obo/TO_0000442	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
746	FW	plant fresh weight	http://purl.obolibrary.org/obo/TO_0000442	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	2.10/1.75	PMC4321030									
747	FW	plant fresh weight	http://purl.obolibrary.org/obo/TO_0000442	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
748	FW	plant fresh weight	http://purl.obolibrary.org/obo/TO_0000442	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194-T0408	PMC4321030									
749	FW	plant fresh weight	http://purl.obolibrary.org/obo/TO_0000442	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	0.0‒0.7	PMC4321030									
751	FW	plant fresh weight	http://purl.obolibrary.org/obo/TO_0000442	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
812	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	1.38*	PMC4321030									
813	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	F Values Location	location	http://biohackathon.org/resource/faldo#Position	12.17*	PMC4321030									
814	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Location	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
815	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	1.38*	PMC4321030									
816	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	F Values Location	location	http://biohackathon.org/resource/faldo#Position	12.17*	PMC4321030									
817	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Location	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
818	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-2	PMC4321030									
819	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	At5g16710	PMC4321030									
820	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
821	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	2.07/1.74	PMC4321030									
822	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-2	PMC4321030									
823	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	At5g16710	PMC4321030									
824	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
825	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	2.07/1.74	PMC4321030									
826	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-2	PMC4321030									
827	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	At2g22570-U340899	PMC4321030									
828	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	2.5‒3.4	PMC4321030									
830	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
831	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-2	PMC4321030									
832	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	At2g22570-U340899	PMC4321030									
833	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	2.5‒3.4	PMC4321030									
835	pH	pH	http://purl.obolibrary.org/obo/SP_0000170	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
908	Days to 1st ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	1.88†	PMC4321030									
909	Days to 1st ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	F Values Location	location	http://biohackathon.org/resource/faldo#Position	—	PMC4321030									
910	Days to 1st ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Location	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
911	Days to 1st ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
912	Days to 1st ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	J1	PMC4321030									
913	Days to 1st ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Location(s)	location	http://biohackathon.org/resource/faldo#Position	4	PMC4321030									
914	Days to 1st ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	1.81/1.66	PMC4321030									
915	Days to 1st ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
916	Days to 1st ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194-TG523	PMC4321030									
917	Days to 1st ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	0.0‒1.5	PMC4321030									
919	Days to 1st ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Location(s)	location	http://biohackathon.org/resource/faldo#Position	4	PMC4321030									
920	Days to 50% ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	7.57‡	PMC4321030									
921	Days to 50% ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	F Values Location	location	http://biohackathon.org/resource/faldo#Position	—	PMC4321030									
922	Days to 50% ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Location	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
923	Days to 50% ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
924	Days to 50% ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194	PMC4321030									
925	Days to 50% ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Location(s)	location	http://biohackathon.org/resource/faldo#Position	4	PMC4321030									
926	Days to 50% ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	4.28/1.68	PMC4321030									
927	Days to 50% ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
928	Days to 50% ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194-T0408	PMC4321030									
929	Days to 50% ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	0.0‒0.7	PMC4321030									
931	Days to 50% ripe fruit	fruit	http://purl.obolibrary.org/obo/PO_0009001	Location(s)	location	http://biohackathon.org/resource/faldo#Position	4	PMC4321030									
932	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Abbreviation	abbreviation	http://purl.bioontology.org/ontology/SNOMEDCT/398223008	YLD	PMC4321030									
933	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Description	description	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25365	Fruit yield (kg)	PMC4321030									
934	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	1.91‡	PMC4321030									
935	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	F Values Location	location	http://biohackathon.org/resource/faldo#Position	—	PMC4321030									
936	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
937	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	1.91‡	PMC4321030									
938	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	F Values Location	location	http://biohackathon.org/resource/faldo#Position	—	PMC4321030									
939	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
940	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
941	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	At4g10050	PMC4321030									
942	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
943	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	4.14/1.69	PMC4321030									
944	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
945	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	At4g10050	PMC4321030									
946	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
947	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	4.14/1.69	PMC4321030									
948	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
949	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	cLEX4G10-At5g04590	PMC4321030									
950	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	6.9‒9.0	PMC4321030									
952	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
953	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
954	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	cLEX4G10-At5g04590	PMC4321030									
955	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	6.9‒9.0	PMC4321030									
957	Yield	yield	http://purl.obolibrary.org/obo/SP_0000198	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
958	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	15.44‡	PMC4321030									
959	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	F Values Location	location	http://biohackathon.org/resource/faldo#Position	0.04 ns	PMC4321030									
960	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Location	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
961	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
962	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194	PMC4321030									
963	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
964	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	4.56/1.69	PMC4321030									
965	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
966	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194-J1	PMC4321030									
967	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	0.0‒1.4	PMC4321030									
969	Fruit height	fruit length	http://purl.obolibrary.org/obo/TO_0002626	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
970	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	5.56‡	PMC4321030									
971	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	F Values Location	location	http://biohackathon.org/resource/faldo#Position	—	PMC4321030									
972	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Location	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
973	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
974	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194	PMC4321030									
975	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
976	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	2.10/1.75	PMC4321030									
977	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
978	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	TG194-T0408	PMC4321030									
979	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	0.0‒0.7	PMC4321030									
981	Fruit width	fruit width	http://purl.obolibrary.org/obo/TO_0002627	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
982	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	17.45‡	PMC4321030									
983	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	F Values Location	location	http://biohackathon.org/resource/faldo#Position	—	PMC4321030									
984	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Location	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
985	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
986	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	At5g04590	PMC4321030									
987	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
988	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Peak LOD/ Threshold LOD	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	9.68/1.88	PMC4321030									
989	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-3	PMC4321030									
990	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Flanking Markers	marker	http://purl.obolibrary.org/obo/SO_0001645 	At2g14260-TG400	PMC4321030									
991	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	1-LOD Support Interval	LOD	http://purl.bioontology.org/ontology/SNOMEDCT/58577001	8.4‒9.4	PMC4321030									
993	Fruit shape	fruit shape	http://purl.obolibrary.org/obo/TO_0002628	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3	PMC4321030									
994	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	F Values Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	6.32‡	PMC4321030									
995	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	F Values Location	location	http://biohackathon.org/resource/faldo#Position	3.19 ns	PMC4321030									
996	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Location	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
997	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Group	group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	Hort11-1	PMC4321030									
998	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Peak Marker or Interval	marker	http://purl.obolibrary.org/obo/SO_0001645 	T0408	PMC4321030									
999	Fruit size	fruit size	http://purl.obolibrary.org/obo/TO_0002625	Location(s)	location	http://biohackathon.org/resource/faldo#Position	3 & 4	PMC4321030									
