"a -SH Compound"	("a -SH Compound")	
"a 0-series ganglioside"	("a 0-series ganglioside")	
"a 1,2-&beta;-D-glucan"	("a 1,2-&beta;-D-glucan" "(1,2-&beta;-D-glucosyl)<sub>(n)</sub>" "(1,2-&beta;-D-glucosyl)<sub>(n-1)</sub>" "(1,2-&beta;-D-glucosyl)<sub>(n+1)</sub>")	
"a 1,2-diacyl-3-<i>O</i>-(&alpha;-D-galactopyranosyl-(1&rarr;2)-<i>O</i>-&alpha;-D-glucopyranosyl)-<i>sn</i>-glycerol"	("a 1,2-diacyl-3-<i>O</i>-(&alpha;-D-galactopyranosyl-(1&rarr;2)-<i>O</i>-&alpha;-D-glucopyranosyl)-<i>sn</i>-glycerol")	
"a 1,2-diacyl-3-O-(&alpha;-D-glucopyranosyl(1->2)-O-&alpha;-D-glucopyranosyl)-<i>sn</i>-glycerol"	("a 1,2-diacyl-3-O-(&alpha;-D-glucopyranosyl(1->2)-O-&alpha;-D-glucopyranosyl)-<i>sn</i>-glycerol")	
"a 1,2-diacyl-3-O-(&alpha;-D-glucopyranosyl)-<i>sn</i>-glycerol"	("a 1,2-diacyl-3-O-(&alpha;-D-glucopyranosyl)-<i>sn</i>-glycerol" "1,2-diacyl-3-<i>O</i>-(&alpha;-D-glucosyl)-<i>sn</i>-glycerol" "a 1,2-diacyl-3-<i>O</i>-(&alpha;-D-glucopyranosyl)-<i>sn</i>-glycerol")	("1,2-diacyl-3-<i>O</i>-(&alpha;-D-glucosyl)-<i>sn</i>-glycerol" "a 1,2-diacyl-3-<i>O</i>-(&alpha;-D-glucopyranosyl)-<i>sn</i>-glycerol")
"a 1,2-diacyl-3-O-(&beta;-D-galactopyranosyl)-<i>sn</i>-glycerol"	("a 1,2-diacyl-3-O-(&beta;-D-galactopyranosyl)-<i>sn</i>-glycerol" "a monogalactosyl-diacylglycerol" "a monogalactosyldiacylglycerol" "a D-galactosyldiacylglycerol" "a 3-(&beta;-D-galactosyl)-1,2-diacyl-<i>sn</i>-glycerol" "a 3-&beta;-D-galactosyl-1,2-diacylglycerol" "a monogalactosyldiglyceride" "MGDG" "a Gal&beta;1->3acyl2Gro" "a mono-&beta;-D-galactosyldiacylglycerol" "a 1,2-diacyl-3-&beta;-D-galactosyl-<i>sn</i>-glycerol" "a &beta;-monogalactosyldiacylglycerol" "a 1,2-diacyl-3-O-(&beta;-D-galactosyl)-<i>sn</i>-glycerol")	("a monogalactosyl-diacylglycerol" "a monogalactosyldiacylglycerol" "a D-galactosyldiacylglycerol" "a 3-(&beta;-D-galactosyl)-1,2-diacyl-<i>sn</i>-glycerol" "a 3-&beta;-D-galactosyl-1,2-diacylglycerol" "a monogalactosyldiglyceride" "MGDG" "a Gal&beta;1->3acyl2Gro" "a mono-&beta;-D-galactosyldiacylglycerol" "a 1,2-diacyl-3-&beta;-D-galactosyl-<i>sn</i>-glycerol" "a &beta;-monogalactosyldiacylglycerol" "a 1,2-diacyl-3-O-(&beta;-D-galactosyl)-<i>sn</i>-glycerol")
"a 1,2-diacyl-3-O-(&beta;-D-glucopyranosyl)-<i>sn</i>-glycerol"	("a 1,2-diacyl-3-O-(&beta;-D-glucopyranosyl)-<i>sn</i>-glycerol" "a 3-D-glucosyl-1,2-diacylglycerol" "a monoglucosyl-diacylglycerol" "a monogalactosyldiacylglycerol" "a 3-(&beta;-D-glucosyl)-1,2-diacyl-<i>sn</i>-glycerol" "a 3-&beta;-D-glucosyl-1,2-diacylglycerol" "a monoglucosyldiglyceride" "MGlcDG" "a mono-&beta;-D-glucosyldiacylglycerol" "a 1,2-diacyl-3-&beta;-D-glucosyl-<i>sn</i>-glycerol" "a &beta;-monoglucosyldiacylglycerol" "a 1,2-diacyl-3-O-(&beta;-D-glucosyl)-<i>sn</i>-glycerol")	("a 3-D-glucosyl-1,2-diacylglycerol" "a monoglucosyl-diacylglycerol" "a monogalactosyldiacylglycerol" "a 3-(&beta;-D-glucosyl)-1,2-diacyl-<i>sn</i>-glycerol" "a 3-&beta;-D-glucosyl-1,2-diacylglycerol" "a monoglucosyldiglyceride" "MGlcDG" "a mono-&beta;-D-glucosyldiacylglycerol" "a 1,2-diacyl-3-&beta;-D-glucosyl-<i>sn</i>-glycerol" "a &beta;-monoglucosyldiacylglycerol" "a 1,2-diacyl-3-O-(&beta;-D-glucosyl)-<i>sn</i>-glycerol")
"a 1,2-diacyl-3-O-(&beta;-D-glucopyranosyl-(1->6)-O-&beta;-D-glucopyranosyl)-<i>sn</i>-glycerol"	("a 1,2-diacyl-3-O-(&beta;-D-glucopyranosyl-(1->6)-O-&beta;-D-glucopyranosyl)-<i>sn</i>-glycerol" "diglucosyl-diacylglycerol" "Glc2-DAG")	("diglucosyl-diacylglycerol" "Glc2-DAG")
"a 1,2-diacyl-3-O-(&beta;-D-glucopyranosyl-(1->6)-O-&beta;-D-glucopyranosyl-(1->6)-&beta;-D-glucopyranosyl)-<i>sn</i>-glycerol"	("a 1,2-diacyl-3-O-(&beta;-D-glucopyranosyl-(1->6)-O-&beta;-D-glucopyranosyl-(1->6)-&beta;-D-glucopyranosyl)-<i>sn</i>-glycerol" "triglucosyl-1,2 diacylglycerol")	("triglucosyl-1,2 diacylglycerol")
"a 1,2-diacyl-3-O-[&beta;-D-galactosyl-(1&rarr;6)-&beta;-D-galactosyl]-<i>sn</i>-glycerol"	("a 1,2-diacyl-3-O-[&beta;-D-galactosyl-(1&rarr;6)-&beta;-D-galactosyl]-<i>sn</i>-glycerol" "a (&beta;-D-galactosyl-(1->6)-&beta;-D-galactosyl)-1,2-diacyl-<i>sn</i>-glycerol" "an &beta;-D-galactosyl-&beta;-D-galactosyldiacylglycerol" "DGDG" "a &beta;,&beta; digalactosyldiacylglycerol")	("a (&beta;-D-galactosyl-(1->6)-&beta;-D-galactosyl)-1,2-diacyl-<i>sn</i>-glycerol" "an &beta;-D-galactosyl-&beta;-D-galactosyldiacylglycerol" "DGDG" "a &beta;,&beta; digalactosyldiacylglycerol")
"a 1,2-diacyl-3-[3-(<i>N</i>-acetyl-&alpha;-D-neuraminyl)-&beta;-D-galactosyl]-<i>sn</i>-glycerol"	("a 1,2-diacyl-3-[3-(<i>N</i>-acetyl-&alpha;-D-neuraminyl)-&beta;-D-galactosyl]-<i>sn</i>-glycerol")	
"a 1,2-diacyl-<i>sn</i>-glycerol"	("a 1,2-diacyl-<i>sn</i>-glycerol" "a D-1,2-diglyceride" "a 1,2-diacylglycerol" "a D-1,2-diacylglycerol" "DAG")	("a D-1,2-diglyceride" "a 1,2-diacylglycerol" "a D-1,2-diacylglycerol" "DAG")
"a 1,2-diacyl-<i>sn</i>-glycerol 3-diphosphate"	("a 1,2-diacyl-<i>sn</i>-glycerol 3-diphosphate" "DGPP" "a diacylglycerol pyrophosphate" "a 1,2-diacylglycerol 3-diphosphate" "a diacylglycerol 3-diphosphate")	("DGPP" "a diacylglycerol pyrophosphate" "a 1,2-diacylglycerol 3-diphosphate" "a diacylglycerol 3-diphosphate")
"a 1,2-diacyl-<i>sn</i>-glycerol 3-phosphate"	("a 1,2-diacyl-<i>sn</i>-glycerol 3-phosphate" "an L-phosphatidate" "a 3-<i>sn</i>-phosphatidate" "a diacyl-glycerol-3P" "a 2,3,4-saturated L-phosphatidate" "a phosphatidic acid" "a 1,2-diacylglycerol 3-phosphate" "a phosphatidate" "a diacylglycerol 3-phosphate")	("an L-phosphatidate" "a 3-<i>sn</i>-phosphatidate" "a diacyl-glycerol-3P" "a 2,3,4-saturated L-phosphatidate" "a phosphatidic acid" "a 1,2-diacylglycerol 3-phosphate" "a phosphatidate" "a diacylglycerol 3-phosphate")
"a 1,2-diacyl-<i>sn</i>-glycerol 3-phosphate"	("a 1,2-diacyl-<i>sn</i>-glycerol 3-phosphate" "A 3-SN-phosphatidate" "DGP" "diacylglycerol phosphate" "a 3-<i>sn</i>-phosphatidate" "a diacyl-glycerol-3P" "a diacylglycerol-3-phosphate" "a phosphatidic acid" "an L-phosphatidate" "a phosphatidate" "a 1,2-diacylglycerol 3-phosphate")	("A 3-SN-phosphatidate" "DGP" "diacylglycerol phosphate" "a 3-<i>sn</i>-phosphatidate" "a diacyl-glycerol-3P" "a diacylglycerol-3-phosphate" "a phosphatidic acid" "an L-phosphatidate" "a phosphatidate" "a 1,2-diacylglycerol 3-phosphate")
"a 1,2-dialkylglycerol"	("a 1,2-dialkylglycerol")	
"a 1,2-diglyceride"	("a 1,2-diglyceride" "a 1,2-diacylglycerol")	("a 1,2-diacylglycerol")
"a 1,3-&alpha;-D-glucan"	("a 1,3-&alpha;-D-glucan" "1,3-&alpha;-D-glucan" "(1,3-&alpha;-D-glucosyl)<sub>(n)</sub>" "(1,3-&alpha;-D-glucosyl)<sub>(n+1)</sub>" "(1,3-&alpha;-D-glucosyl)<sub>(n-1)</sub>" "(1,3-&alpha;-D-glucosyl)<sub>(n)</sub>" "(1,3-&alpha;-D-glucosyl)<sub>(n-1)</sub>" "(1,3-&alpha;-D-glucosyl)<sub>(n+1)</sub>")	("1,3-&alpha;-D-glucan" "(1,3-&alpha;-D-glucosyl)<sub>(n)</sub>" "(1,3-&alpha;-D-glucosyl)<sub>(n+1)</sub>" "(1,3-&alpha;-D-glucosyl)<sub>(n-1)</sub>")
"a 1,3-&beta;-D-glucan"	("a 1,3-&beta;-D-glucan" "1,3-&beta;-D-glucan<sub>(n-1)</sub>" "1,3-&beta;-D-glucan<sub>(n+1)</sub>" "1,3-&beta;-D-glucan<sub>(n)</sub>" "(1,3-&beta;-D-Glucosyl)<sub>(n)</sub>" "(1,3-&beta;-D-Glucosyl)<sub>(n+1)</sub>" "(1,3-&beta;-D-Glucosyl)<sub>(n-1)</sub>" "1,3-&beta;-D-glucan<sub>(n)</sub>" "1,3-&beta;-D-glucan<sub>(n-1)</sub>" "1,3-&beta;-D-glucan<sub>(n+1)</sub>")	("1,3-&beta;-D-glucan<sub>(n-1)</sub>" "1,3-&beta;-D-glucan<sub>(n+1)</sub>" "1,3-&beta;-D-glucan<sub>(n)</sub>" "(1,3-&beta;-D-Glucosyl)<sub>(n)</sub>" "(1,3-&beta;-D-Glucosyl)<sub>(n+1)</sub>" "(1,3-&beta;-D-Glucosyl)<sub>(n-1)</sub>")
"a 1,3-diglyceride"	("a 1,3-diglyceride" "a 1,3-DAG" "a 1,3-diacyl-<i>sn</i>-glycerol" "a 1,3-diacylglycerol")	("a 1,3-DAG" "a 1,3-diacyl-<i>sn</i>-glycerol" "a 1,3-diacylglycerol")
"a 1,4-&alpha;-D-glucan"	("a 1,4-&alpha;-D-glucan" "(1,4-&alpha;-D-glucosyl)<sub>(n)</sub>" "(1,4-&alpha;-D-glucosyl)<sub>(n-1)</sub>" "(1,4-&alpha;-D-glucosyl)<sub>(n+1)</sub>")	
"a 1,4-&beta;-D-glucan"	("a 1,4-&beta;-D-glucan" "(1,4-&beta;-D-glucosyl)<sub>(n)</sub>" "(1,4-&beta;-D-glucosyl)<sub>(n+1)</sub>" "(1,4-&beta;-D-glucosyl)<sub>(n-1)</sub>" "(1,4-&beta;-D-glucosyl)<sub>(n)</sub>" "(1,4-&beta;-D-glucosyl)<sub>(n-1)</sub>" "(1,4-&beta;-D-glucosyl)<sub>(n+1)</sub>")	("(1,4-&beta;-D-glucosyl)<sub>(n)</sub>" "(1,4-&beta;-D-glucosyl)<sub>(n+1)</sub>" "(1,4-&beta;-D-glucosyl)<sub>(n-1)</sub>")
"a 1,4-lactone"	("a 1,4-lactone")	
"a 1,6-&alpha;-D-mannan backbone"	("a 1,6-&alpha;-D-mannan backbone")	
"a 1,6-&alpha;-D-mannosyloligosaccharide"	("a 1,6-&alpha;-D-mannosyloligosaccharide" "a (1->6)-&alpha;-D-mannose-(1->6)&alpha;-D-mannosyl-oligosaccharide" "(1,6-&alpha;-D-mannose)<sub>n</sub>-1,6-&alpha;-D-mannosyl-oligosaccharide" "(1,6-&alpha;-D-mannose)<sub>n-1</sub>-1,6-&alpha;-D-mannosyl-oligosaccharide" "(1,6-&alpha;-D-mannose)<sub>n+1</sub>-1,6-&alpha;-D-mannosyl-oligosaccharide")	("a (1->6)-&alpha;-D-mannose-(1->6)&alpha;-D-mannosyl-oligosaccharide")
"a 1,6-&beta;-D-glucan"	("a 1,6-&beta;-D-glucan" "(1,6-&beta;-D-glucosyl)<sub>(n)</sub>" "(1,6-&beta;-D-glucosyl)<sub>(n+1)</sub>" "(1,6-&beta;-D-glucosyl)<sub>(n-1)</sub>" "(1,6-&beta;-D-glucosyl)<sub>(n)</sub>" "(1,6-&beta;-D-glucosyl)<sub>(n-1)</sub>" "(1,6-&beta;-D-glucosyl)<sub>(n+1)</sub>")	("(1,6-&beta;-D-glucosyl)<sub>(n)</sub>" "(1,6-&beta;-D-glucosyl)<sub>(n+1)</sub>" "(1,6-&beta;-D-glucosyl)<sub>(n-1)</sub>")
"a 1-&alpha;-linolenoyl 2-acyl-<i>sn</i>-glycerol 3-phosphate"	("a 1-&alpha;-linolenoyl 2-acyl-<i>sn</i>-glycerol 3-phosphate")	
"a 1-&alpha;-linolenoyl 2-acyl-[glycerolipid]"	("a 1-&alpha;-linolenoyl 2-acyl-[glycerolipid]")	
"a 1-&gamma;-linolenoyl 2-acyl-<i>sn</i>-glycerol 3-phosphate"	("a 1-&gamma;-linolenoyl 2-acyl-<i>sn</i>-glycerol 3-phosphate")	
"a 1-&gamma;-linolenoyl 2-acyl-[glycerolipid]"	("a 1-&gamma;-linolenoyl 2-acyl-[glycerolipid]")	
"a 1-(&beta;-D-galactosyl)-2-(2-hydroxyacyl)sphingosine"	("a 1-(&beta;-D-galactosyl)-2-(2-hydroxyacyl)sphingosine")	
"a 1-(1-alkenyl)-<i>sn</i>-glycero-3-phosphocholine"	("a 1-(1-alkenyl)-<i>sn</i>-glycero-3-phosphocholine" "a 1-alkenyl-sn-glycero-3-phosphocholine" "a 1-alkenylglycerophosphocholine" "a 1-O-alk-1-enyl-glycero-3-phosphocholine" "a 1-O-(alk-1-enyl)glycero-3-phosphocholine")	("a 1-alkenyl-sn-glycero-3-phosphocholine" "a 1-alkenylglycerophosphocholine" "a 1-O-alk-1-enyl-glycero-3-phosphocholine" "a 1-O-(alk-1-enyl)glycero-3-phosphocholine")
"a 1-6-&alpha;-D-glucan"	("a 1-6-&alpha;-D-glucan" "(1,6-&alpha;-D-glucosyl)<sub>(m)</sub>" "(1,6-&alpha;-D-glucosyl)<sub>(m-1)</sub>" "(1,6-&alpha;-D-glucosyl)<sub>(m+1)</sub>")	
"a 1-<i>O</i>-alkyl-2-<i>O</i>-acyl-3-<i>O</i>-&beta;-D-galactosyl-<i>sn</i>-glycerol"	("a 1-<i>O</i>-alkyl-2-<i>O</i>-acyl-3-<i>O</i>-&beta;-D-galactosyl-<i>sn</i>-glycerol")	
"a 1-<i>O</i>-alkyl-2-acetyl-3-acyl-<i>sn</i>-glycerol"	("a 1-<i>O</i>-alkyl-2-acetyl-3-acyl-<i>sn</i>-glycerol")	
"a 1-O-(alk-1-enyl)-<i>sn</i>-3-phosphoglycerol"	("a 1-O-(alk-1-enyl)-<i>sn</i>-3-phosphoglycerol" "a 1-alkenylphosphoglycerol")	("a 1-alkenylphosphoglycerol")
"a 1-O-(alk-1-enyl)-<i>sn</i>-glycero-3-phosphoethanolamine"	("a 1-O-(alk-1-enyl)-<i>sn</i>-glycero-3-phosphoethanolamine" "a 1-alkenylglycerophosphoethanolamine")	("a 1-alkenylglycerophosphoethanolamine")
"a 1-acyl 2-lyso-phosphatidylethanolamine"	("a 1-acyl 2-lyso-phosphatidylethanolamine" "L-2-lyso-phosphatidyl-ethanolamine")	("L-2-lyso-phosphatidyl-ethanolamine")
"a 1-acyl-2-[(R)-12-hydroxyoleoyl]-<i>sn</i>-glycero-3-phosphocholine"	("a 1-acyl-2-[(R)-12-hydroxyoleoyl]-<i>sn</i>-glycero-3-phosphocholine")	
"a 1-acyl-2-linoleoyl-<i>sn</i>-glycero-3-phosphocholine"	("a 1-acyl-2-linoleoyl-<i>sn</i>-glycero-3-phosphocholine")	
"a 1-acyl-2-lyso-phosphatidylglycerol"	("a 1-acyl-2-lyso-phosphatidylglycerol")	
"a 1-acyl-2-oleoyl-sn-glycero-3-phosphocholine"	("a 1-acyl-2-oleoyl-sn-glycero-3-phosphocholine")	
"a 1-acyl-2-palmitoleoyl-<i>sn</i>-glycerol 3-phosphate"	("a 1-acyl-2-palmitoleoyl-<i>sn</i>-glycerol 3-phosphate")	
"a 1-acyl-2-palmitoleoyl-[glycerolipid]"	("a 1-acyl-2-palmitoleoyl-[glycerolipid]")	
"a 1-acyl-2-palmitoyl-<i>sn</i>-glycerol 3-phosphate"	("a 1-acyl-2-palmitoyl-<i>sn</i>-glycerol 3-phosphate")	
"a 1-acyl-2-stearoyl-<i>sn</i>-glycerol 3-phosphate"	("a 1-acyl-2-stearoyl-<i>sn</i>-glycerol 3-phosphate")	
"a 1-acyl-<i>sn</i>-glycero-3-phospho-D-myo-inositol"	("a 1-acyl-<i>sn</i>-glycero-3-phospho-D-myo-inositol")	
"a 1-acyl-<i>sn</i>-glycero-3-phosphocholine"	("a 1-acyl-<i>sn</i>-glycero-3-phosphocholine" "alpha-acylglycerophosphocholine" "1-acylglycerophosphocholine" "a 1-acyl-<i>sn</i>-glycerol-3-phosphocholine" "a 2-lyso-phosphatidylcholine" "a 1-acylglycero-3-phosphocholine" "2-lysolecithin")	("alpha-acylglycerophosphocholine" "1-acylglycerophosphocholine" "a 1-acyl-<i>sn</i>-glycerol-3-phosphocholine" "a 2-lyso-phosphatidylcholine" "a 1-acylglycero-3-phosphocholine" "2-lysolecithin")
"a 1-acyl-<i>sn</i>-glycerol 3-phosphate"	("a 1-acyl-<i>sn</i>-glycerol 3-phosphate" "a 2-lysophosphatidate" "an acyl-<i>sn</i>-glycerol-3P" "an acyl-<i>sn</i>-glycerol-3 phosphate")	("a 2-lysophosphatidate" "an acyl-<i>sn</i>-glycerol-3P" "an acyl-<i>sn</i>-glycerol-3 phosphate")
"a 1-acyl-glycerone 3-phosphate"	("a 1-acyl-glycerone 3-phosphate")	
"a 1-acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)"	("a 1-acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)")	
"a 1-acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)"	("a 1-acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)")	
"a 1-acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)"	("a 1-acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)")	
"a 1-acyl-sn-glycero-3-phosphoglycerol (n-C14:1)"	("a 1-acyl-sn-glycero-3-phosphoglycerol (n-C14:1)")	
"a 1-acyl-sn-glycero-3-phosphoglycerol (n-C16:1)"	("a 1-acyl-sn-glycero-3-phosphoglycerol (n-C16:1)")	
"a 1-alk-1-enyl-<i>sn</i>-glycerol"	("a 1-alk-1-enyl-<i>sn</i>-glycerol" "a 1-alkenyl-sn-glycerol" "a 1-alkenylglycerol" "a 1-O-alk-1-enyl-glycerol" "a 1-O-(alk-1-enyl)glycerol" "a 1-O-(alk-1-enyl)-<i>sn</i>-glycerol")	("a 1-alkenyl-sn-glycerol" "a 1-alkenylglycerol" "a 1-O-alk-1-enyl-glycerol" "a 1-O-(alk-1-enyl)glycerol" "a 1-O-(alk-1-enyl)-<i>sn</i>-glycerol")
"a 1-alkanal"	("a 1-alkanal" "an <i>n</i>-alkanal")	("an <i>n</i>-alkanal")
"a 1-alkene"	("a 1-alkene" "an &alpha; alkene")	("an &alpha; alkene")
"a 1-alkyl-2-acetyl-<i>sn</i>-glycero 3-phosphate"	("a 1-alkyl-2-acetyl-<i>sn</i>-glycero 3-phosphate")	
"a 1-alkyl-2-lyso-<i>sn</i>-glycero-3-phosphocholine"	("a 1-alkyl-2-lyso-<i>sn</i>-glycero-3-phosphocholine" "1-radyl-2-lyso-<i>sn</i>-glycero-3-phosphocholine" "1-organyl-2-lyso-<i>sn</i>-glycero-3-phosphocholine")	("1-radyl-2-lyso-<i>sn</i>-glycero-3-phosphocholine" "1-organyl-2-lyso-<i>sn</i>-glycero-3-phosphocholine")
"a 1-alkyl-<i>sn</i>-glycerol 3-phosphate"	("a 1-alkyl-<i>sn</i>-glycerol 3-phosphate" "1-O-alkyl-sn-glycerol 3-phosphate")	("1-O-alkyl-sn-glycerol 3-phosphate")
"a 1-alkyl-<i>sn</i>-glycerol 3-phosphate"	("a 1-alkyl-<i>sn</i>-glycerol 3-phosphate")	
"a 1-alkyl-glycerone 3-phosphate"	("a 1-alkyl-glycerone 3-phosphate" "a dihydroxyacetone phosphate alkyl ether" "an alkyl-glycerone 3-phosphate" "an O-alkylglycerone phosphate")	("a dihydroxyacetone phosphate alkyl ether" "an alkyl-glycerone 3-phosphate" "an O-alkylglycerone phosphate")
"a 1-alkyl-sn-glycerol 3-phosphate"	("a 1-alkyl-sn-glycerol 3-phosphate")	
"a 1-benzopyran"	("a 1-benzopyran")	
"a 1-haloalkane"	("a 1-haloalkane")	
"a 1-hexadec-9-enoyl-sn-glycerol 3-phosphate"	("a 1-hexadec-9-enoyl-sn-glycerol 3-phosphate")	
"a 1-hydroxymenth-8-en-2-one"	("a 1-hydroxymenth-8-en-2-one" "a 1-hydroxy-2-oxolimonene")	("a 1-hydroxy-2-oxolimonene")
"a 1-linoleoyl 2-acyl-<i>sn</i>-glycerol 3-phosphate"	("a 1-linoleoyl 2-acyl-<i>sn</i>-glycerol 3-phosphate")	
"a 1-linoleoyl 2-acyl-[glycerolipid]"	("a 1-linoleoyl 2-acyl-[glycerolipid]")	
"a 1-lyso-phospholipid"	("a 1-lyso-phospholipid")	
"a 1-monoglyceride"	("a 1-monoglyceride" "a monoglyceride" "a 1-acylglycerol" "a 1-MAG" "a 1-monoacyl-glycerol")	("a monoglyceride" "a 1-acylglycerol" "a 1-MAG" "a 1-monoacyl-glycerol")
"a 1-octadec-11-enoyl-sn-glycerol 3-phosphate"	("a 1-octadec-11-enoyl-sn-glycerol 3-phosphate")	
"a 1-oleoyl 2-acyl-<i>sn</i>-glycerol 3-phosphate"	("a 1-oleoyl 2-acyl-<i>sn</i>-glycerol 3-phosphate")	
"a 1-oleoyl 2-acyl-[glycerolipid]"	("a 1-oleoyl 2-acyl-[glycerolipid]")	
"a 1-organyl-2-lyso-<i>sn</i>-glycero-3-phospholipid"	("a 1-organyl-2-lyso-<i>sn</i>-glycero-3-phospholipid" "a 1-radyl-2-acyl-<i>sn</i>-glycero-3-phospholipid")	("a 1-radyl-2-acyl-<i>sn</i>-glycero-3-phospholipid")
"a 1-palmitoyl-2-acyl-phosphatidylcholine"	("a 1-palmitoyl-2-acyl-phosphatidylcholine" "a 1-palmitoyl-2-acyl-<i>sn</i>-glycero-3-phosphocholine")	("a 1-palmitoyl-2-acyl-<i>sn</i>-glycero-3-phosphocholine")
"a 1-phosphatidyl-1D-<i>myo</i>-inositol 4,5-bisphosphate"	("a 1-phosphatidyl-1D-<i>myo</i>-inositol 4,5-bisphosphate" "a phosphatidyl-myo-inositol 4,5-biphosphate" "PtdIns(4,5)P<sub>2</sub>" "1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-4',5'-bisphosphate" "PIP2" "Phosphatidylinositol-4,5-bisphosphate")	("a phosphatidyl-myo-inositol 4,5-biphosphate" "PtdIns(4,5)P<sub>2</sub>" "1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-4',5'-bisphosphate" "PIP2" "Phosphatidylinositol-4,5-bisphosphate")
"a 1-phosphatidyl-1D-<i>myo</i>-inositol 4-phosphate"	("a 1-phosphatidyl-1D-<i>myo</i>-inositol 4-phosphate" "phosphatidylinositol-4-phosphate" "PtdIns4P")	("phosphatidylinositol-4-phosphate" "PtdIns4P")
"a 1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate"	("a 1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate" "a 1-phosphatidyl-myo-inositol 3,4-bisphosphate" "1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3',4'-bisphosphate)" "PtdIns(3,4)P<sub>2</sub>")	("a 1-phosphatidyl-myo-inositol 3,4-bisphosphate" "1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3',4'-bisphosphate)" "PtdIns(3,4)P<sub>2</sub>")
"a 1-phosphatidyl-1D-myo-inositol 3-phosphate"	("a 1-phosphatidyl-1D-myo-inositol 3-phosphate" "PtdIns3P")	("PtdIns3P")
"a 1-phosphatidyl-1D-myo-inositol 5-phosphate"	("a 1-phosphatidyl-1D-myo-inositol 5-phosphate" "PtdIns5P" "2,3-bis(alkanoyloxy)propyl (1R,2R,3R,4R,5S,6R)-2,3,4,6-tetrahydroxy-5-(phosphonatooxy)cyclohexyl phosphate" "1-phosphatidyl-1D-myo-inositol 5-phosphate trianion")	("PtdIns5P" "2,3-bis(alkanoyloxy)propyl (1R,2R,3R,4R,5S,6R)-2,3,4,6-tetrahydroxy-5-(phosphonatooxy)cyclohexyl phosphate" "1-phosphatidyl-1D-myo-inositol 5-phosphate trianion")
"a 1-stearidonoyl 2-acyl-<i>sn</i>-glycerol 3-phosphate"	("a 1-stearidonoyl 2-acyl-<i>sn</i>-glycerol 3-phosphate")	
"a 1-stearidonoyl 2-acyl-[glycerolipid]"	("a 1-stearidonoyl 2-acyl-[glycerolipid]")	
"a 1-stearoyl 2-acyl-<i>sn</i>-glycerol 3-phosphate"	("a 1-stearoyl 2-acyl-<i>sn</i>-glycerol 3-phosphate")	
"a 1-stearoyl 2-acyl-[glycerolipid]"	("a 1-stearoyl 2-acyl-[glycerolipid]")	
"a 10-formyltetrahydrofolate-4a-carbinolamine"	("a 10-formyltetrahydrofolate-4a-carbinolamine")	
"a 12'-apo-carotenal"	("a 12'-apo-carotenal")	
"a 12-hydroxyjasmonate"	("a 12-hydroxyjasmonate" "a 12-OHJA" "a 12-hydroxyjasmonic acid" "a 12-hydroxy-JA" "a 12-hydroxyjasmonate" "a (+/-)-12-hydroxyjasmonate" "a tuberonic acid" "a 12-hydroxy epi-jasmonic acid")	("a 12-OHJA" "a 12-hydroxyjasmonic acid" "a 12-hydroxy-JA" "a 12-hydroxyjasmonate" "a (+/-)-12-hydroxyjasmonate" "a tuberonic acid" "a 12-hydroxy epi-jasmonic acid")
"a 12-hydroxyjasmonate sulfate"	("a 12-hydroxyjasmonate sulfate" "a 12-OHJA sulfate" "a 12-hydroxyjasmonic acid sulfate" "a SO4-hydroxy-JA" "a 12-hydroxy-JA sulfate")	("a 12-OHJA sulfate" "a 12-hydroxyjasmonic acid sulfate" "a SO4-hydroxy-JA" "a 12-hydroxy-JA sulfate")
"a 14&alpha;-methylsteroid"	("a 14&alpha;-methylsteroid")	
"a 15-methylhexenoate"	("a 15-methylhexenoate" "iso-17:1")	("iso-17:1")
"a 16S rRNA pseudouridine"	("a 16S rRNA pseudouridine" "a pseudouridine in 16S rRNA")	("a pseudouridine in 16S rRNA")
"a 16S rRNA pseudouridine<sup>516</sup>"	("a 16S rRNA pseudouridine<sup>516</sup>")	
"a 17&alpha;-hydroxy-C<sub>21</sub>-steroid"	("a 17&alpha;-hydroxy-C<sub>21</sub>-steroid")	
"a 17-&alpha;-hydroxysteroid"	("a 17-&alpha;-hydroxysteroid")	
"a 18S rRNA pseudouridine"	("a 18S rRNA pseudouridine" "a pseudouridine in 18S rRNA")	("a pseudouridine in 18S rRNA")
"a 2'-<i>O</i>-methyladenosine in rRNA"	("a 2'-<i>O</i>-methyladenosine in rRNA")	
