Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,achieves_planned_objective,alternative term,assumes values specified by,concretizes,Contributor,Creator,curator note,Date,declares,definition,definition source,denotes,derives from,Description,editor note,editor preferred term,estimator of,example of usage,executes,Format,has coordinate unit label,has curation status,has denominator,has function,has grain,has measurement datum,has measurement unit label,has member,has numerator,has part,has participant,has quality,has role,has specified value,has time stamp,has value,has value specification,has x coordinate value,has y coordinate value,has_specified_input,has_specified_output,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.org/dc/elements/1.1/license,http://purl.org/dc/elements/1.1/rights,http://purl.org/dc/elements/1.1/source,http://usefulinc.com/ns/doap#bug-database,http://usefulinc.com/ns/doap#homepage,http://usefulinc.com/ns/doap#mailing-list,http://www.w3.org/2002/07/owl#versionInfo,IEDB alternative term,imported from,inheres in,is about,is bearer of,is concretized as,is declared by,is denoted by,is duration of,is function of,is located in,is member of,is member of organization,is part of,is preceded by,is realized by,is role of,is_proxy_for,is_specified_input_of,is_specified_output_of,is_supported_by_data,ISA alternative term,participates in,precedes,preferred mathematical notation,Python command,R command,realizes,s depends on,specifies value of,STATO alternative term,Subject and Keywords,term editor,Title
http://purl.obolibrary.org/obo/BFO_0000023,role,,"A realizable entity  the manifestation of which brings about some result or end that is not essential to a continuant  in virtue of the kind of thing that it is but that can be served or participated in by that kind of continuant  in some kinds of natural, social or institutional contexts.",false,,,http://purl.obolibrary.org/obo/BFO_0000017,,,,,,,,,,"A realizable entity  the manifestation of which brings about some result or end that is not essential to a continuant  in virtue of the kind of thing that it is but that can be served or participated in by that kind of continuant  in some kinds of natural, social or institutional contexts.",,,,,,role,,the role of a person as a surgeon|the role of a chemical compound in an experiment|the role of a patient relative as defined by a hospital administrative form|the role of a student in a university|the role of a woman as a legal mother in the context of system of laws|the role of a biological grandfather as legal guardian in the context of a system of laws|the role of ingested matter in digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/STATO_0000099,random effects model,,"a random effect(s) model, also called a variance components model, is a kind of hierarchical linear model. It assumes that the dataset being analysed consists of a hierarchy of different populations whose differences relate to that hierarchy.",false,,,http://purl.obolibrary.org/obo/STATO_0000107,,variance components model,,,,,,,,"a random effect(s) model, also called a variance components model, is a kind of hierarchical linear model. It assumes that the dataset being analysed consists of a hierarchy of different populations whose differences relate to that hierarchy.","adapted from wikipedia:
http://en.wikipedia.org/wiki/Random_effects_model#Qualitative_description",,,,PRS: this is a stub and more work is needed to reconcile conflicting definitions,,,,,,,http://purl.obolibrary.org/obo/IAO_0000428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orlaith Burke|Alejandra Gonzalez-Beltran|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/BFO_0000001,entity,,,false,,,http://www.w3.org/2002/07/owl#Thing,,,,,,,,,,,,,,,,entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/STATO_0000033,mode,mode,The mode is a data item which corresponds to the most frequently occurring number in a set of numbers.,false,,,http://purl.obolibrary.org/obo/OBI_0000674|http://purl.obolibrary.org/obo/OBI_0000649|http://purl.obolibrary.org/obo/STATO_0000029,,,,,,,,,,The mode is a data item which corresponds to the most frequently occurring number in a set of numbers.,http://www.sagepub.com/upm-data/47775_ch_3.pdf,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"scipy.stats.mode(a, axis=0)

http://docs.scipy.org/doc/scipy/reference/generated/scipy.stats.mode.html#scipy.stats.mode

source:
https://github.com/scipy/scipy/blob/v0.15.1/scipy/stats/stats.py#L586",,,,,mode,,Orlaith Burke|Alejandra Gonzalez-Beltran|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/STATO_0000306,polynomial contrast,,a polynomial contrast is a contrast which...,false,,,http://purl.obolibrary.org/obo/STATO_0000290,,,,,,,,,,a polynomial contrast is a contrast which...,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"contr.poly(n, scores = 1:n, contrasts = TRUE, sparse = FALSE)
from:
http://stat.ethz.ch/R-manual/R-patched/library/stats/html/contrast.html",,,,,,Alejandra Gonzalez-Beltran|Orlaith Burke|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/STATO_0000136,Tarone's test for homogeneity of odds ratio,,Tarone's test for homogeneity of odds ratio is a statistical test which evaluates the null hypothesis that odds ratio are homogeneous,false,,,http://purl.obolibrary.org/obo/OBI_0200000|http://purl.obolibrary.org/obo/STATO_0000247,http://purl.obolibrary.org/obo/STATO_0000173,,,,,,,,,Tarone's test for homogeneity of odds ratio is a statistical test which evaluates the null hypothesis that odds ratio are homogeneous,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000229|http://purl.obolibrary.org/obo/STATO_0000053,http://purl.obolibrary.org/obo/OBI_0000175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"> library(""metafor"")
> calcTaronesTest <- function(mylist,referencerow=2)

http://a-little-book-of-r-for-biomedical-statistics.readthedocs.org/en/latest/src/biomedicalstats.html#calculating-the-mantel-haenszel-odds-ratio-when-there-is-a-stratifying-variable",,,,,,Orlaith Burke|Alejandra Gonzalez-Beltran|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/OBI_0200111,data visualization,,"An planned process that creates images, diagrams or animations from the input data.",false,,,http://purl.obolibrary.org/obo/OBI_0000011,,data encoding as image|visualization,,,,,,,,"An planned process that creates images, diagrams or animations from the input data.",PERSON: James Malone|PERSON: Elisabetta Manduchi|PERSON: Tina Boussard|PERSON: Melanie Courtot,,,,,data visualization,,Generation of a heatmap from a microarray dataset,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000027,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Malone|Tina Boussard|Elisabetta Manduchi|Melanie Courtot,
http://purl.obolibrary.org/obo/OBI_0000681,separation into different composition objective,,"A material separation objective aiming to separate a material entity that has parts of different types, and end with at least one output that is a material with parts of fewer types (modulo impurities).",false,,,http://purl.obolibrary.org/obo/OBI_0000639,,,,,,,,,,"A material separation objective aiming to separate a material entity that has parts of different types, and end with at least one output that is a material with parts of fewer types (modulo impurities).",,,,,We should be using has the grain relations or concentrations to distinguish the portioning and other sub-objectives,separation into different composition objective,,The objective to obtain cells contained in a sample of blood.,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/STATO_0000147,LD plot,LD plot|Linkage Disequilibrium plot,Linkage Disequilibrium plot is a graph which represents pairwise linkage disequilibrium measures between SNP as a heatmap,false,,,http://purl.obolibrary.org/obo/IAO_0000038,,,,,,,,,,Linkage Disequilibrium plot is a graph which represents pairwise linkage disequilibrium measures between SNP as a heatmap,"STATO, adapted from  R documentation (http://cran.r-project.org/web/packages/LDheatmap/index.html)",,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000578,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000091,,,,,,,,,,,,,,,,,,,,,,,,,,,LD plot|Linkage Disequilibrium plot,,Orlaith Burke|Alejandra Gonzalez-Beltran|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/STATO_0000317,eta-squared,η2,"Eta-squared is a biased estimator of the variance explained by the model in the population (it estimates only the effect size in the sample). Eta-squared describes the ratio of variance explained in the dependent variable by a predictor while controlling for other predictors, making it analogous to the r2. This estimate shares the weakness with r2 that each additional variable will automatically increase the value of η2. In addition, it measures the variance explained of the sample, not the population, meaning that it will always overestimate the effect size, although the bias grows smaller as the sample grows larger.",false,,,http://purl.obolibrary.org/obo/STATO_0000085|http://purl.obolibrary.org/obo/IAO_0000109,,,,,,,,,,"Eta-squared is a biased estimator of the variance explained by the model in the population (it estimates only the effect size in the sample). Eta-squared describes the ratio of variance explained in the dependent variable by a predictor while controlling for other predictors, making it analogous to the r2. This estimate shares the weakness with r2 that each additional variable will automatically increase the value of η2. In addition, it measures the variance explained of the sample, not the population, meaning that it will always overestimate the effect size, although the bias grows smaller as the sample grows larger.",http://en.wikipedia.org/wiki/Effect_size#Eta-squared.2C_.CE.B72,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000175,,,,,,,,,,,,η2,,Alejandra Gonzalez-Beltran|Orlaith Burke|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/STATO_0000125,Wilkinson dot plot,,"The dot plot as a representation of a distribution consists of group of data points plotted on a simple scale. Dot plots are used for continuous, quantitative, univariate data. Data points may be labelled if there are few of them.",false,,,http://purl.obolibrary.org/obo/IAO_0000037,,,,,,,,,,"The dot plot as a representation of a distribution consists of group of data points plotted on a simple scale. Dot plots are used for continuous, quantitative, univariate data. Data points may be labelled if there are few of them.","adapted from Wikipedia:

Wilkinson, Leland (1999). ""Dot plots"". The American Statistician (American Statistical Association) 53 (3): 276–281. doi:10.2307/2686111",,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orlaith Burke|Alejandra Gonzalez-Beltran|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/STATO_0000328,statistical model selection,,a statistical model selection is a data transformation which is based on computing a relative quality value in order to evaluate and select which model best explains data.,false,,,http://purl.obolibrary.org/obo/OBI_0200000,,,,,,,,,,a statistical model selection is a data transformation which is based on computing a relative quality value in order to evaluate and select which model best explains data.,STATO,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandra Gonzalez-Beltran|Orlaith Burke|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/IAO_0000109,measurement data item,,A data item that is a recording of the output of an assay.,false,,,http://purl.obolibrary.org/obo/IAO_0000027,,measurement datum,,,,,,,,A data item that is a recording of the output of an assay.,group:OBI|OBI_0000305,,,,2/2/2009 is_specified_output of some assay?,measurement data item,,"Examples of measurement data are the recoding of the weight of a mouse as {40,mass,""grams""}, the recording of an observation of the behavior of the mouse {,process,""agitated""}, the recording of the expression level of a gene as measured through the process of microarray experiment {3.4,luminosity,}.",,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0001933,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0000070,,,,,,,,,,,,,person:Chris Stoeckert,
http://purl.obolibrary.org/obo/OBI_0600038,addition of molecular label,,"a material processing technique intended to add a molecular label to some input material entity, to allow detection of the molecular target of this label in a detection of molecular label assay",false,,,http://purl.obolibrary.org/obo/OBI_0000094,http://purl.obolibrary.org/obo/OBI_0000456,labeling,,,,,,,,"a material processing technique intended to add a molecular label to some input material entity, to allow detection of the molecular target of this label in a detection of molecular label assay","OBI developer call, 3-12-12",,,,,addition of molecular label,,"The addition of phycoerytherin label to an anti-CD8 antibody, to label all antibodies. The addition of anti-CD8-PE to a population of cells, to label the subpopulation cells that are CD8+.",,,,http://purl.obolibrary.org/obo/IAO_0000125,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/REO_0000280|http://purl.obolibrary.org/obo/OBI_1110109,http://purl.obolibrary.org/obo/OBI_0001936,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON:Matthew Brush,
http://purl.obolibrary.org/obo/OBI_0000427,enzyme,,,false,,,http://purl.obolibrary.org/obo/BFO_0000040,,,,,,,,,,,GROUP:OBI,,,,,enzyme,,,,,,http://purl.obolibrary.org/obo/IAO_0000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,person: Melanie Courtot,
http://purl.obolibrary.org/obo/STATO_0000379,focused information criterion,FIC,"The focused information criterion is a measurement data item which aims at facilitating model selection. It was published in 2003 by Claeskens, G. and Hjort, N.L. (2003). ""The focused information criterion"". Journal of the American Statistical Association, volume 98, pp. 879–899. doi:10.1198/016214503000000819",false,,,http://purl.obolibrary.org/obo/IAO_0000109,,,,,,,,,,"The focused information criterion is a measurement data item which aims at facilitating model selection. It was published in 2003 by Claeskens, G. and Hjort, N.L. (2003). ""The focused information criterion"". Journal of the American Statistical Association, volume 98, pp. 879–899. doi:10.1198/016214503000000819"," Journal of the American Statistical Association, volume 98, pp. 879–899. doi:10.1198/016214503000000819",,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000107,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000328,,,,,,,,,,,,FIC,,Alejandra Gonzalez-Beltran|Orlaith Burke|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/STATO_0000144,model parameter estimate,,a model parameter estimate is a data item which results from a model parameter estimation process and which provides a numerical value about a model parameter.,false,,,http://purl.obolibrary.org/obo/IAO_0000027,,,,,,,,,,a model parameter estimate is a data item which results from a model parameter estimation process and which provides a numerical value about a model parameter.,STATO,,,,"textual definition modified following contributiong by Thomas Nichols:
https://github.com/ISA-tools/stato/issues/18",,http://purl.obolibrary.org/obo/STATO_0000034,"for example , model parameter estimates could be  produced using  regression analysis  (used in a model estimation process) , which attempts to express the response variable in terms of function of predictor variable and model parameters.",,,,http://purl.obolibrary.org/obo/IAO_0000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orlaith Burke|Alejandra Gonzalez-Beltran|Philippe Rocca-Serra|Alejandra Gonzalez Beltran,
http://purl.obolibrary.org/obo/STATO_0000314,upper confidence limit,,upper confidence limit is a data item which is a largest value bounding a confidence interval,false,,,http://purl.obolibrary.org/obo/IAO_0000027,,,,,,,,,,upper confidence limit is a data item which is a largest value bounding a confidence interval,STATO,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000125,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000196,,http://purl.obolibrary.org/obo/STATO_0000196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandra Gonzalez-Beltran|Orlaith Burke|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/STATO_0000187,Tukey HSD for Post-Hoc Analysis,Tukey's honestly significant difference,"Tukey Honestly Significant Difference (HSD) test is a statistical test used following an ANOVA test yielding a statistically significant p-value in order to determine which means are different, to a given level of significance. The Tukey HSD test relies on the q-distribution.
The procedure is conservative, meaning that if sample sizes (the sizes of different study groups) are equal, the risk of a Type I error is exactly α, and if sample sizes are unequal it’s less than α.",false,,,http://purl.obolibrary.org/obo/OBI_0200000|http://purl.obolibrary.org/obo/STATO_0000133,http://purl.obolibrary.org/obo/STATO_0000255,,,,,,,,,"Tukey Honestly Significant Difference (HSD) test is a statistical test used following an ANOVA test yielding a statistically significant p-value in order to determine which means are different, to a given level of significance. The Tukey HSD test relies on the q-distribution.
The procedure is conservative, meaning that if sample sizes (the sizes of different study groups) are equal, the risk of a Type I error is exactly α, and if sample sizes are unequal it’s less than α.",http://www.tc3.edu/instruct/sbrown/stat/anova1.htm#ANOVAprereq,,,,IMPORTANT: Do Not to confuse the Tukey HSD test with Tukey Mean Difference Test (Bland-Altman test),,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000023|http://purl.obolibrary.org/obo/STATO_0000053,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0200201,,,,,,,,,,,,http://stat.ethz.ch/R-manual/R-patched/library/stats/html/TukeyHSD.html,,,,Tukey's honestly significant difference,,Alejandra Gonzalez-Beltran|Orlaith Burke|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/STATO_0000122,pedigree chart,family tree,a pedigree chart is a graph which plots parent child relations,false,,,http://purl.obolibrary.org/obo/IAO_0000038,,,,,,,,,,a pedigree chart is a graph which plots parent child relations,STATO adapted from wikipedia (https://en.wikipedia.org/wiki/Pedigree_chart),,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000257,,,,,,,,,,,,,,,,,,,,,,,"plot.pedigree {kinship}

http://hosho.ees.hokudai.ac.jp/~kubo/Rdoc/library/kinship/html/plot.pedigree.html",,,,family tree,,Orlaith Burke|Alejandra Gonzalez-Beltran|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/STATO_0000121,association between categorical variables testing objective,,the objective of a data transformation to evaluate a null hypothesis of absence of linkage between variables.,false,,,http://purl.obolibrary.org/obo/OBI_0000675,,,,,,,,,,the objective of a data transformation to evaluate a null hypothesis of absence of linkage between variables.,STATO,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orlaith Burke|Alejandra Gonzalez-Beltran|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/STATO_0000325,Akaike information criterion,AIC,"The Akaike information criterion (AIC) is a measure of the relative quality of a statistical model for a given set of data. As such, AIC provides a means for model selection. AIC is defined as:
 
AIC = 2K - 2log(L)
where K is the number of predictors and L is the maximized likelihood value.

AIC deals with the trade-off between the goodness of fit of the model and the complexity of the model. It is founded on information theory: it offers a relative estimate of the information lost when a given model is used to represent the process that generates the data. AIC does not provide a test of a model in the sense of testing a null hypothesis; i.e. AIC can tell nothing about the quality of the model in an absolute sense. If all the candidate models fit poorly, AIC will not give any warning of that.

",false,,,http://purl.obolibrary.org/obo/IAO_0000109,,,,,,,,,,"The Akaike information criterion (AIC) is a measure of the relative quality of a statistical model for a given set of data. As such, AIC provides a means for model selection. AIC is defined as:
 
AIC = 2K - 2log(L)
where K is the number of predictors and L is the maximized likelihood value.

AIC deals with the trade-off between the goodness of fit of the model and the complexity of the model. It is founded on information theory: it offers a relative estimate of the information lost when a given model is used to represent the process that generates the data. AIC does not provide a test of a model in the sense of testing a null hypothesis; i.e. AIC can tell nothing about the quality of the model in an absolute sense. If all the candidate models fit poorly, AIC will not give any warning of that.

","http://en.wikipedia.org/wiki/Akaike_information_criterion

and

http://users.ecs.soton.ac.uk/jn2/teaching/aic.pdf",,,,,,,http://www.ncbi.nlm.nih.gov/pubmed/7791040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000107,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000328,,,,,,,,"AIC(object, ..., k = 2)
from:
https://stat.ethz.ch/R-manual/R-devel/library/stats/html/AIC.html",,,,AIC,,Alejandra Gonzalez-Beltran|Orlaith Burke|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/OBI_0000011,planned process,,A processual entity that realizes a plan which is the concretization of a plan specification.,false,,,http://purl.obolibrary.org/obo/BFO_0000007,,,,,,,"6/11/9: Edited at workshop. Used to include: is initiated by an agent|This class merges the previously separated objective driven process and planned process, as they the separation proved hard to maintain. (1/22/09, branch call)",,,A processual entity that realizes a plan which is the concretization of a plan specification.,branch derived,,,,"'Plan' includes a future direction sense. That can be problematic if plans are changed during their execution. There are however implicit contingencies for protocols that an agent has in his mind that can be considered part of the plan, even if the agent didn't have them in mind before. Therefore, a planned process can diverge from what the agent would have said the plan was before executing it, by adjusting to problems encountered during execution (e.g. choosing another reagent with equivalent properties, if the originally planned one has run out.)",planned process,,Injecting mice with a vaccine in order to test its efficacy,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bjoern Peters,
http://purl.obolibrary.org/obo/STATO_0000368,Mallows' Cp,,"Mallows' Cp is a data item which compares the precision and bias of the full model to models with a subset of the predictors thus helping to choose between multiple regression models.

the mallows cp is a function of the number of parameter used in the model relying on the residuals sum of squares to compute a score.
the smaller Cp is, the better the model fit is.",false,,,http://purl.obolibrary.org/obo/IAO_0000109,,,,,,,,,,"Mallows' Cp is a data item which compares the precision and bias of the full model to models with a subset of the predictors thus helping to choose between multiple regression models.

the mallows cp is a function of the number of parameter used in the model relying on the residuals sum of squares to compute a score.
the smaller Cp is, the better the model fit is.",http://support.minitab.com/en-us/minitab/17/topic-library/modeling-statistics/regression-and-correlation/goodness-of-fit-statistics/what-is-mallows-cp/,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000107,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000328,,,,,,,,http://ugrad.stat.ubc.ca/R/library/locfit/html/cp.html,,,,,,Alejandra Gonzalez-Beltran|Orlaith Burke|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/STATO_0000198,non-parametric test,,a statistical test which makes no assumption about the underlying data distribution,false,,,http://purl.obolibrary.org/obo/OBI_0000673|http://purl.obolibrary.org/obo/STATO_0000279,,,,,,,,,,a statistical test which makes no assumption about the underlying data distribution,STATO,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orlaith Burke|Alejandra Gonzalez-Beltran|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/STATO_0000133,post-hoc analysis,,A post-hoc analysis is a statistical test carried out following an analysis of variance which ruled out the null hypothesis of absence of difference between group which allows identifying which groups differ.,false,,,http://purl.obolibrary.org/obo/STATO_0000279,,a posteriori test,,,,,,,,A post-hoc analysis is a statistical test carried out following an analysis of variance which ruled out the null hypothesis of absence of difference between group which allows identifying which groups differ.,"adapted from wikipedia: http://en.wikipedia.org/wiki/Post-hoc_analysis
last accessed: 2013-11-15
",,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orlaith Burke|Alejandra Gonzalez-Beltran|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/STATO_0000303,two sample t-test with equal variance,t-test for independent means assuming equal variance,"two sample t-test is a null hypothesis statistical test which is used to reject or accept the hypothesis of absence of difference between the means over 2 randomly sampled populations.
It uses a t-distribution for the test and assumes that the variables in the population are normally distributed and with equal variances.",false,,,http://purl.obolibrary.org/obo/OBI_0000739|http://purl.obolibrary.org/obo/OBI_0200000|http://purl.obolibrary.org/obo/STATO_0000279,http://purl.obolibrary.org/obo/STATO_0000255,two sample t-test,,,,,,,,"two sample t-test is a null hypothesis statistical test which is used to reject or accept the hypothesis of absence of difference between the means over 2 randomly sampled populations.
It uses a t-distribution for the test and assumes that the variables in the population are normally distributed and with equal variances.","adapted from:
http://en.wikipedia.org/wiki/Student's_t-test#Independent_.28unpaired.29_samples

and from:
http://www.psychology.emory.edu/clinical/bliwise/Tutorials/TOM/meanstests/tind.htm
",,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/STATO_0000176|http://purl.obolibrary.org/obo/STATO_0000059|http://purl.obolibrary.org/obo/STATO_0000053,http://purl.obolibrary.org/obo/OBI_0000175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"scipy.stats.ttest_ind(a, b, axis=0, equal_var=True)

http://docs.scipy.org/doc/scipy/reference/generated/scipy.stats.ttest_ind.html#scipy.stats.ttest_ind

source:
https://github.com/scipy/scipy/blob/v0.15.1/scipy/stats/stats.py#L3271","t.test(x, y = NULL,
       alternative = c(""two.sided"", ""less"", ""greater""),
       mu = 0, paired = FALSE, var.equal = TRUE,
       conf.level = 0.95, ...)

http://stat.ethz.ch/R-manual/R-patched/library/stats/html/t.test.html",,,,t-test for independent means assuming equal variance,,Alejandra Gonzalez-Beltran|Orlaith Burke|Philippe Rocca-Serra,
http://purl.obolibrary.org/obo/OBI_0000659,specimen collection,,A planned process with the objective of collecting a specimen.,false,,,http://purl.obolibrary.org/obo/OBI_0000011,,,,,,,"6/9/09: used at workshop|5/31/2012: This process is not necessarily an acquisition, as specimens may be collected from materials already in posession",,,A planned process with the objective of collecting a specimen.,,,,,"Philly2013: A specimen collection can have as part a material entity acquisition, such as ordering from a bank. The distinction is that specimen collection necessarily involves the creation of a specimen role. However ordering cell lines cells from ATCC for use in an investigation is NOT a specimen collection, because the cell lines already have a specimen role.|Philly2013: The specimen_role for the specimen is created during the specimen collection process.|Note: definition is in specimen creation objective which is defined as an objective to obtain and store a material entity for potential use as an input during an investigation.",specimen collection,,"drawing blood from a patient for analysis, collecting a piece of a plant for depositing in a herbarium, buying meat from a butcher in order to measure its protein content in an investigation",,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,http://purl.obolibrary.org/obo/OBI_0100051,,,,,,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bjoern Peters,
http://purl.obolibrary.org/obo/STATO_0000236,coefficient of variation,,the coefficient of variation is a normalized measure fo dispersion of a probability distribution of frequency distribution.,false,,,http://purl.obolibrary.org/obo/STATO_0000028,,,,,,,,,,the coefficient of variation is a normalized measure fo dispersion of a probability distribution of frequency distribution.,"http://en.wikipedia.org/wiki/Coefficient_of_variation
last accessed: 2013-10-18",,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"scipy.stats.variation(a, axis=0)

http://docs.scipy.org/doc/scipy/reference/generated/scipy.stats.variation.html#scipy.stats.variation

source:
https://github.com/scipy/scipy/blob/v0.15.1/scipy/stats/stats.py#L951",,,,,,,Alejandra Gonzalez-Beltran|Orlaith Burke|Philippe Rocca-Serra,
