TraitId;TraitName;TraitValues;TraitProperties;OtherProperties;pmcId
390;4 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[286]","Chromosome":"2,3,4,8","Mapping population":"BC2, BC3"};{};PMC2267253
391;1,3,4,6,9,11;{};{"Wild species used":"BC3, BC4","Chromosome":"[240]","Mapping population":"6 Q"};{};PMC2267253
392;2,5,11;{};{"Wild species used":"BC2, BC3","Chromosome":"[283]","Mapping population":"3 Q"};{};PMC2267253
393;1,3,5,6,8,9,10,11,12;{};{"Wild species used":"BC3","Chromosome":"[234]","Mapping population":"12"};{};PMC2267253
394;4,9;{};{"Wild species used":"RIL","Chromosome":"[410]","Mapping population":"2 Q"};{};PMC2267253
395;6;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"2 Q"};{};PMC2267253
396;1;{};{"Wild species used":"NILs","Chromosome":"[406]","Mapping population":"1 Q"};{};PMC2267253
397;2,10;{};{"Wild species used":"BC2\/BC2F1","Chromosome":"[239]","Mapping population":"3 Q"};{};PMC2267253
398;4 Q;{};{"Wild species used":"L. pennellii","References":"[297]","Chromosome":"4,5,7,9","Mapping population":"ILs"};{};PMC2267253
399;1 G (Fgr);{};{"Wild species used":"L. hirsutum L. pennellii","References":"[141]","Chromosome":"4","Mapping population":"F2, F3, BC1, ILs"};{};PMC2267253
400;4 Q;{};{"Wild species used":"L. pennellii","References":"[297]","Chromosome":"4,5,9,12","Mapping population":"ILs"};{};PMC2267253
401;1 Q;{};{"Wild species used":"L. pennellii","References":"[239]","Chromosome":"12","Mapping population":"BC2\/BC2F1"};{};PMC2267253
402;3 Q;{};{"Wild species used":"L. pennellii","References":"[239]","Chromosome":"1,5,8","Mapping population":"BC2\/BC2F1"};{};PMC2267253
403;9 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[414]","Chromosome":"1,2,3,6,7,9,12","Mapping population":"BC1S1"};{};PMC2267253
404;1,2,3,4,9,11;{};{"Wild species used":"F2","Chromosome":"[40]","Mapping population":"7 Q"};{};PMC2267253
405;2,3,8,9,11;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"5 Q"};{};PMC2267253
406;2 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[208]","Chromosome":"1,3","Mapping population":"BC1"};{};PMC2267253
407;2,11;{};{"Wild species used":"F2","Chromosome":"[40]","Mapping population":"3 Q"};{};PMC2267253
408;2,3,4,10,12;{};{"Wild species used":"F2","Chromosome":"[404]","Mapping population":"5 Q"};{};PMC2267253
409;5 Q;{};{"Wild species used":"L. pennellii","References":"[297]","Chromosome":"3,4,8,12","Mapping population":"ILs"};{};PMC2267253
410;7 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[286]","Chromosome":"2,3,5,7,8,9","Mapping population":"BC2, BC3"};{};PMC2267253
411;3,5,7,8,9;{};{"Wild species used":"BC3, BC4","Chromosome":"[240]","Mapping population":"5 Q"};{};PMC2267253
412;3,5,7,8,9,12;{};{"Wild species used":"BC2, BC3","Chromosome":"[283]","Mapping population":"6 Q"};{};PMC2267253
413;1,2,3,5,6,7,8,9,10,12;{};{"Wild species used":"BC3","Chromosome":"[234]","Mapping population":"16"};{};PMC2267253
414;7;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"1 Q"};{};PMC2267253
415;Many Q;{};{"Wild species used":"L. esculentum","References":"[143, 410, 415]","Chromosome":"Various chromos.","Mapping population":"RIL"};{};PMC2267253
416;1 Q;{};{"Wild species used":"L. parviflorum","References":"[234]","Chromosome":"6","Mapping population":"BC3"};{};PMC2267253
417;4 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[208]","Chromosome":"2,8,10","Mapping population":"BC1"};{};PMC2267253
418;1,6,7,8,9,10;{};{"Wild species used":"BC3","Chromosome":"[234]","Mapping population":"7 Q"};{};PMC2267253
419;1;{};{"Wild species used":"NILs","Chromosome":"[406]","Mapping population":"1 Q"};{};PMC2267253
420;10,12;{};{"Wild species used":"BC2\/BC2F1","Chromosome":"[239]","Mapping population":"2 Q"};{};PMC2267253
421;5 Q;{};{"Wild species used":"L. chmielewskii","References":"[167]","Chromosome":"3,6,7,8,10","Mapping population":"BC1, BC2"};{};PMC2267253
422;1,3,4,6,7,8,10;{};{"Wild species used":"F2, F3","Chromosome":"[232]","Mapping population":"9 Q"};{};PMC2267253
423;7;{};{"Wild species used":"BILs\/BC2F5","Chromosome":"[101, 416]","Mapping population":"1 Q"};{};PMC2267253
424;1,3,5,7,12;{};{"Wild species used":"BC2, BC3","Chromosome":"[286]","Mapping population":"5 Q"};{};PMC2267253
425;2,3,9,10,12;{};{"Wild species used":"BC3, BC4","Chromosome":"[240]","Mapping population":"6 Q"};{};PMC2267253
426;1,2,3,4,6,8,9,10,12;{};{"Wild species used":"BC2, BC3","Chromosome":"[283]","Mapping population":"10 Q"};{};PMC2267253
427;1,2,4,5,9,12;{};{"Wild species used":"BC1S1","Chromosome":"[414]","Mapping population":"6 Q"};{};PMC2267253
428;2,3,4,5,6,7,9,12;{};{"Wild species used":"BC3","Chromosome":"[234]","Mapping population":"10 Q"};{};PMC2267253
429;11,12;{};{"Wild species used":"RIL","Chromosome":"[410]","Mapping population":"2 Q"};{};PMC2267253
430;3,12;{};{"Wild species used":"BC2\/BC2F1","Chromosome":"[239]","Mapping population":"2 Q"};{};PMC2267253
431;2,4,5,8,9,10,11,12;{};{"Wild species used":"ILs","Chromosome":"[297]","Mapping population":"11 Q"};{};PMC2267253
432;9 Q;{};{"Wild species used":"L. pennellii","References":"[300]","Chromosome":"3,5,6,7,8,9","Mapping population":"ILs"};{};PMC2267253
433;5 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[286]","Chromosome":"2,8,9,11","Mapping population":"BC2, BC3"};{};PMC2267253
434;9;{};{"Wild species used":"BC3, BC4","Chromosome":"[240]","Mapping population":"1 Q"};{};PMC2267253
435;4;{};{"Wild species used":"BC2, BC3","Chromosome":"[283]","Mapping population":"1 Q"};{};PMC2267253
436;2,3,4,5,7,8,9,10,11,12;{};{"Wild species used":"BC3","Chromosome":"[234]","Mapping population":"13 Q"};{};PMC2267253
437;8,9;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"3 Q"};{};PMC2267253
438;2,3,10;{};{"Wild species used":"BC2\/BC2F1","Chromosome":"[239]","Mapping population":"4 Q"};{};PMC2267253
439;13 Q;{};{"Wild species used":"L. pennellii","References":"[297]","Chromosome":"1,2,4,5,7,8,9,10,11,12","Mapping population":"ILs"};{};PMC2267253
440;2 Q;{};{"Wild species used":"L. esculentum","References":"[417]","Chromosome":"5,12","Mapping population":"F2"};{};PMC2267253
441;All chromosomes;{};{"Wild species used":"F2","Chromosome":"[160, 418]","Mapping population":"Many loci"};{};PMC2267253
442;2,8,9;{};{"Wild species used":"BC1","Chromosome":"[208]","Mapping population":"3 Q"};{};PMC2267253
443;2,4,7,8;{};{"Wild species used":"BC2, BC3","Chromosome":"[286]","Mapping population":"4 Q"};{};PMC2267253
444;2,3,8,9;{};{"Wild species used":"BC3, BC4","Chromosome":"[240]","Mapping population":"4 Q"};{};PMC2267253
445;alc;{};{"Wild species used":"L. esculentum","References":"[159]","Chromosome":"10","Mapping population":"F2"};{};PMC2267253
446;10;{};{"Wild species used":"BC1","Chromosome":"[160]","Mapping population":"alc"};{};PMC2267253
447;Cnr;{};{"Wild species used":"L. esculentum, L. cheesmanii","References":"[419, 420]","Chromosome":"2","Mapping population":"F2"};{};PMC2267253
448;Nr;{};{"Wild species used":"L. esculentum, L. cheesmanii","References":"[421\u2013423]","Chromosome":"9","Mapping population":"F2"};{};PMC2267253
449;nor;{};{"Wild species used":"L. pennellii L. cheesmanii","References":"[153, 155, 158, 424, 425]","Chromosome":"10","Mapping population":"F2"};{};PMC2267253
450;TOM6;{};{"Wild species used":"L. pimpinellifolium","References":"[160]","Chromosome":"10","Mapping population":"BC1"};{};PMC2267253
451;rin;{};{"Wild species used":"L. pennellii L. cheesmanii","References":"[153, 155, 158, 424, 425]","Chromosome":"5","Mapping population":"F2"};{};PMC2267253
452;u;{};{"Wild species used":"L. pimpinellifolium","References":"[160]","Chromosome":"10","Mapping population":"BC1"};{};PMC2267253
453;4 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[231]","Chromosome":"2,8,9","Mapping population":"BC2F6"};{};PMC2267253
454;3,5,8,9,12;{};{"Wild species used":"BC2\/BC2F1","Chromosome":"[239]","Mapping population":"5 Q"};{};PMC2267253
455;Many Q;{};{"Wild species used":"L. esculentum","References":"[143, 415]","Chromosome":"Various chromosomes","Mapping population":"RIL"};{};PMC2267253
456;3 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[231]","Chromosome":"4,5,7","Mapping population":"BC2F6"};{};PMC2267253
457;3,9,12;{};{"Wild species used":"BC2\/BC2F1","Chromosome":"[239]","Mapping population":"3 Q"};{};PMC2267253
458;4 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[286]\t\t\t\t\t\t\t\t","Chromosome":"1,2,8","Mapping population":"BC2, BC3"};{};PMC2267253
459;2,8;{};{"Wild species used":"BC1","Chromosome":"[208]","Mapping population":"2 Q"};{};PMC2267253
460;1,2,6,7,8,9,10,12;{};{"Wild species used":"BC3, BC4","Chromosome":"[240]","Mapping population":"12 Q"};{};PMC2267253
461;2,3,7,8,9,11,12;{};{"Wild species used":"BC2, BC3","Chromosome":"[283]","Mapping population":"9 Q"};{};PMC2267253
462;1,9,10,12;{};{"Wild species used":"BC1S1","Chromosome":"[414]","Mapping population":"4 Q"};{};PMC2267253
463;1;{};{"Wild species used":"subNILs","Chromosome":"[405]","Mapping population":"1 Q"};{};PMC2267253
464;16 Q;{};{"Wild species used":"L. parviflorum","References":"[234]","Chromosome":"All 12 chromosomes","Mapping population":"BC3"};{};PMC2267253
465;1 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[40]","Chromosome":"11","Mapping population":"F2"};{};PMC2267253
466;2 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[231]","Chromosome":"1,9","Mapping population":"BC2F6"};{};PMC2267253
467;4 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[426]","Chromosome":"2,3,7,11","Mapping population":"F2"};{};PMC2267253
468;4 Q;{};{"Wild species used":"L. pennellii","References":"[239]","Chromosome":"2,8,10,12","Mapping population":"BC2\/BC2F1"};{};PMC2267253
469;3 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[427]","Chromosome":"8,9,11","Mapping population":"F2"};{};PMC2267253
470;3 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[427]","Chromosome":"2,8","Mapping population":"F2"};{};PMC2267253
471;2;{};{"Wild species used":"F2","Chromosome":"[428]","Mapping population":"1 Q"};{};PMC2267253
472;1 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[427]","Chromosome":"2","Mapping population":"F2"};{};PMC2267253
473;2 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[427]","Chromosome":"6,9","Mapping population":"F2"};{};PMC2267253
474;4 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[427]","Chromosome":"1,2,3,7","Mapping population":"F2"};{};PMC2267253
475;2 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[428]","Chromosome":"2,10","Mapping population":"F2"};{};PMC2267253
476;6 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[427]","Chromosome":"1,2,3,7,8,12","Mapping population":"F2"};{};PMC2267253
477;1 Q;{};{"Wild species used":"L. hirsutum","References":"[405]","Chromosome":"1","Mapping population":"subNILs"};{};PMC2267253
478;10;{};{"Wild species used":"BC3","Chromosome":"[234]","Mapping population":"1 Q"};{};PMC2267253
479;4 Q;{};{"Wild species used":"L. pennellii","References":"[239]","Chromosome":"2,3,10,12","Mapping population":"BC2\/BC2F1"};{};PMC2267253
480;4 Q;{};{"Wild species used":"L. pennellii","References":"[239]","Chromosome":"2,4,5,8","Mapping population":"BC2\/BC2F1"};{};PMC2267253
481;1 Q;{};{"Wild species used":"L. chmielewskii","References":"[429]","Chromosome":"Undetermined","Mapping population":"NIL F2"};{};PMC2267253
482;3,4,6,7;{};{"Wild species used":"BC1, BC2","Chromosome":"[167, 430]","Mapping population":"4 Q"};{};PMC2267253
483;2,3,6,7,9;{};{"Wild species used":"F2, F3","Chromosome":"[232]","Mapping population":"7 Q"};{};PMC2267253
484;7,10;{};{"Wild species used":"BILs\/BC2F5","Chromosome":"[101]","Mapping population":"3 Q"};{};PMC2267253
485;1,5,7;{};{"Wild species used":"ILs","Chromosome":"[298]","Mapping population":"3 Q"};{};PMC2267253
486;7;{};{"Wild species used":"BC2F5","Chromosome":"[101, 416]","Mapping population":"1 Q"};{};PMC2267253
487;1,2,3,4,5,6,9,10;{};{"Wild species used":"F8 RIL","Chromosome":"[279]","Mapping population":"12 Q"};{};PMC2267253
488;Most chromosomes;{};{"Wild species used":"ILs","Chromosome":"[238]","Mapping population":"23 Q"};{};PMC2267253
489;2,3,4,5,6,7,8,11,12;{};{"Wild species used":"BC2, BC3","Chromosome":"[286]","Mapping population":"12 Q"};{};PMC2267253
490;3,6,9;{};{"Wild species used":"BC1","Chromosome":"[208]","Mapping population":"3 Q"};{};PMC2267253
491;1,2,7,8,9,10;{};{"Wild species used":"BC3, BC4","Chromosome":"[240]","Mapping population":"9 Q"};{};PMC2267253
492;3,5,6,9;{};{"Wild species used":"BC2, BC3","Chromosome":"[283]","Mapping population":"5 Q"};{};PMC2267253
493;1,2,3,7,10,12;{};{"Wild species used":"BC1S1","Chromosome":"[414]","Mapping population":"13 Q"};{};PMC2267253
494;1;{};{"Wild species used":"subNILs","Chromosome":"[405]","Mapping population":"1 Q"};{};PMC2267253
495;4,5,6,9;{};{"Wild species used":"BC3","Chromosome":"[234]","Mapping population":"5 Q"};{};PMC2267253
496;2,9;{};{"Wild species used":"RIL","Chromosome":"[410]","Mapping population":"3 Q"};{};PMC2267253
497;8,9;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"2 Q"};{};PMC2267253
498;1;{};{"Wild species used":"NILs","Chromosome":"[406]","Mapping population":"1 Q"};{};PMC2267253
499;1;{};{"Wild species used":"NILs","Chromosome":"[406]","Mapping population":"1 Q"};{};PMC2267253
500;4,9,12;{};{"Wild species used":"BC2\/BC2F1","Chromosome":"[239]","Mapping population":"3 Q"};{};PMC2267253
501;1,3,4,5,7,9,10,12;{};{"Wild species used":"ILs","Chromosome":"[297]","Mapping population":"9 Q"};{};PMC2267253
502;14 Q;{};{"Wild species used":"L. pennellii","References":"[238]","Chromosome":"Most chromosomes","Mapping population":"ILs"};{};PMC2267253
503;3,7,9;{};{"Wild species used":"BC2, BC3","Chromosome":"[286]","Mapping population":"4 Q"};{};PMC2267253
504;1,2,5,7,8,9,10,12;{};{"Wild species used":"BC3, BC4","Chromosome":"[240]","Mapping population":"9 Q"};{};PMC2267253
505;1,2,3,4,6,8,11,12;{};{"Wild species used":"BC2, BC3","Chromosome":"[283]","Mapping population":"9 Q"};{};PMC2267253
506;5,8;{};{"Wild species used":"BC3","Chromosome":"[234]","Mapping population":"2 Q"};{};PMC2267253
507;3,5,12;{};{"Wild species used":"BC2\/BC2F1","Chromosome":"[239]","Mapping population":"4 Q"};{};PMC2267253
508;5 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[286]","Chromosome":"1,2,3,10","Mapping population":"BC2, BC3"};{};PMC2267253
509;2,6,9,12;{};{"Wild species used":"BC3, BC4","Chromosome":"[240]","Mapping population":"5 Q"};{};PMC2267253
510;2,6,7,8,10;{};{"Wild species used":"BC3","Chromosome":"[234]","Mapping population":"6"};{};PMC2267253
511;6 Q;{};{"Wild species used":"L. hirsutum","References":"[283]","Chromosome":"2,8,9,10,11","Mapping population":"BC2, BC3"};{};PMC2267253
512;2,3,4,6,9,10,11,12;{};{"Wild species used":"BC2\/BC2F1","Chromosome":"[239]","Mapping population":"9 Q"};{};PMC2267253
513;11 Q;{};{"Wild species used":"L. parviflorum","References":"[234]","Chromosome":"2,3,4,5,6,7,8,9,10,11","Mapping population":"BC3"};{};PMC2267253
514;1,2,3,4,6,7,8;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"7 Q"};{};PMC2267253
515;1;{};{"Wild species used":"NILs","Chromosome":"[406]","Mapping population":"1 Q"};{};PMC2267253
516;1;{};{"Wild species used":"NILs","Chromosome":"[406]","Mapping population":"1 Q"};{};PMC2267253
517;2;{};{"Wild species used":"L. parviflorum","References":"[234]","Chromosome":"1,6","Mapping population":"BC3"};{};PMC2267253
518;4,8;{};{"Wild species used":"BC2\/BC2F1","Chromosome":"[239]","Mapping population":"2 Q"};{};PMC2267253
519;5 Q;{};{"Wild species used":"L. esculentum","References":"[410]","Chromosome":"2,3,10,11","Mapping population":"RIL"};{};PMC2267253
520;ND;{};{"Wild species used":"F2","Chromosome":"[112]","Mapping population":"6 Q"};{};PMC2267253
521;2 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[286]","Chromosome":"7,8","Mapping population":"BC2, BC3"};{};PMC2267253
522;2,3,8,9;{};{"Wild species used":"BC3, BC4","Chromosome":"[240]","Mapping population":"4 Q"};{};PMC2267253
523;6 Q;{};{"Wild species used":"L. esculentum","References":"[410]","Chromosome":"1,2,3,9,12","Mapping population":"RIL"};{};PMC2267253
524;2,3,4,5,7,8,9,10,11,12;{};{"Wild species used":"ILs","Chromosome":"[297]","Mapping population":"15 Q"};{};PMC2267253
525;4 Q;{};{"Wild species used":"L. parviflorum","References":"[234]","Chromosome":"3,4,7,8","Mapping population":"BC3"};{};PMC2267253
526;2 Q;{};{"Wild species used":"L. parviflorum","References":"[234]","Chromosome":"9,12","Mapping population":"BC3"};{};PMC2267253
527;1 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[286]","Chromosome":"9","Mapping population":"BC2, BC3"};{};PMC2267253
528;1,2,8,9;{};{"Wild species used":"BC3, BC4","Chromosome":"[240]","Mapping population":"4 Q"};{};PMC2267253
529;2,10;{};{"Wild species used":"BC2, BC3","Chromosome":"[283]","Mapping population":"2 Q"};{};PMC2267253
530;2,9,10;{};{"Wild species used":"BC3","Chromosome":"[234]","Mapping population":"3 Q"};{};PMC2267253
531;2,3,9,12;{};{"Wild species used":"BC2\/BC2F1","Chromosome":"[239]","Mapping population":"4 Q"};{};PMC2267253
532;5 Q;{};{"Wild species used":"L. pennellii","References":"[274]","Chromosome":"2,4,8","Mapping population":"BC1"};{};PMC2267253
533;1,4,6,7,9,11;{};{"Wild species used":"BC1, BC2","Chromosome":"[167, 430]","Mapping population":"6 Q"};{};PMC2267253
534;1,2,3,4,6,7,9,11,12;{};{"Wild species used":"F2, F3","Chromosome":"[232]","Mapping population":"11 Q"};{};PMC2267253
535;1,2,3,4,6,7,9,12;{};{"Wild species used":"F8 RIL","Chromosome":"[279]","Mapping population":"13 Q"};{};PMC2267253
536;Many chromosomes;{};{"Wild species used":"ILs","Chromosome":"[238]","Mapping population":"18 Q"};{};PMC2267253
537;1,2,8,11;{};{"Wild species used":"BC1","Chromosome":"[208]","Mapping population":"7 Q"};{};PMC2267253
538;2,3,4,5,7,9;{};{"Wild species used":"BC2, BC3","Chromosome":"[286]","Mapping population":"8 Q"};{};PMC2267253
539;1,2,3,7,8,9,10,12;{};{"Wild species used":"BC3, BC4","Chromosome":"[240]","Mapping population":"10 Q"};{};PMC2267253
540;1,3;{};{"Wild species used":"BC1","Chromosome":"[235]","Mapping population":"3 Q"};{};PMC2267253
541;2,3,4;{};{"Wild species used":"BC2, BC3","Chromosome":"[283]","Mapping population":"3 Q"};{};PMC2267253
542;1,2,3,4,6,7,8,9,11,12;{};{"Wild species used":"BC1S1","Chromosome":"[414]","Mapping population":"12 Q"};{};PMC2267253
543;2,3,6,7,10,11,12;{};{"Wild species used":"BC3","Chromosome":"[234]","Mapping population":"8 Q"};{};PMC2267253
544;4,6;{};{"Wild species used":"F2","Chromosome":"[417]","Mapping population":"2 Q"};{};PMC2267253
545;1,2,3,11;{};{"Wild species used":"F2","Chromosome":"[40]","Mapping population":"6 Q"};{};PMC2267253
546;2,3,11,12;{};{"Wild species used":"RIL","Chromosome":"[410]","Mapping population":"5 Q"};{};PMC2267253
547;2,3;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"2 Q"};{};PMC2267253
548;1,2,3,5,6,7,11;{};{"Wild species used":"F2","Chromosome":"[427]","Mapping population":"7 Q"};{};PMC2267253
549;3,10,12;{};{"Wild species used":"BC2\/BC2F1","Chromosome":"[239]","Mapping population":"3 Q"};{};PMC2267253
550;2,3,4,5,6,7,9,10,11,12;{};{"Wild species used":"ILs","Chromosome":"[297]","Mapping population":"13 Q"};{};PMC2267253
551;1 Q;{};{"Wild species used":"L. chmielewskii","References":"[101]","Chromosome":"7","Mapping population":"BILs\/BC2F5"};{};PMC2267253
552;Various chromosomes;{};{"Wild species used":"ILs","Chromosome":"[238]","Mapping population":"11 Q"};{};PMC2267253
553;2,3,7,9;{};{"Wild species used":"BC2, BC3","Chromosome":"[286]","Mapping population":"6 Q"};{};PMC2267253
554;1,2,6,7,8,9,10,12;{};{"Wild species used":"BC3, BC4","Chromosome":"[240]","Mapping population":"10 Q"};{};PMC2267253
555;1,2,3,4,5,6,7,8,12;{};{"Wild species used":"BC2, BC3","Chromosome":"[283]","Mapping population":"12 Q"};{};PMC2267253
556;1;{};{"Wild species used":"subNILs","Chromosome":"[405]","Mapping population":"1 Q"};{};PMC2267253
557;1,2,3,6,8;{};{"Wild species used":"BC3","Chromosome":"[234]","Mapping population":"5 Q\t"};{};PMC2267253
558;3,5,8,9,12;{};{"Wild species used":"BC2\/BC2F1","Chromosome":"[239]","Mapping population":"6 Q"};{};PMC2267253
559;2 Q;{};{"Wild species used":"L. pimpinellifolium","References":"[286]","Chromosome":"2,7","Mapping population":"BC2, BC3"};{};PMC2267253
560;1,2,3,5,7,8,9,10,12;{};{"Wild species used":"BC3, BC4","Chromosome":"[240]","Mapping population":"12 Q"};{};PMC2267253
561;1,2,3,5,7,8,10,11,12;{};{"Wild species used":"BC2, BC3","Chromosome":"[283]","Mapping population":"11 Q"};{};PMC2267253
562;2,5,8;{};{"Wild species used":"BC3","Chromosome":"[234]","Mapping population":"4 Q"};{};PMC2267253
563;3,5,12;{};{"Wild species used":"BC2\/BC2F1","Chromosome":"[239]","Mapping population":"4 Q"};{};PMC2267253
564;11 Q;{};{"Wild species used":"L. hirsutum","References":"[283]","Chromosome":"2,3,7,8,11,12","Mapping population":"BC2, BC3"};{};PMC2267253
565;8,9,12;{};{"Wild species used":"BC2\/BC2F1","Chromosome":"[239]","Mapping population":"3 Q"};{};PMC2267253
566;j;{};{"Wild species used":"L. cheesmanii","References":"[176, 431]","Chromosome":"11","Mapping population":"F2"};{};PMC2267253
567;12;{};{"Wild species used":"F2","Chromosome":"[432]","Mapping population":"j-2"};{};PMC2267253
568;5 G (PhyA, PhyB1, PhyB2, PhyE, PhyF);{};{"Wild species used":"L. esculentum L. pennellii","References":"[121]","Chromosome":"1, 2, 5, 7, 10","Mapping population":"BC1"};{};PMC2267253
569;Branch number;{};{"Wild species used":"L. cheesmanii","References":"[280]","Chromosome":"2,3,4,5,7,11","Mapping population":"F8 RIL"};{};PMC2267253
570;Bud type;{};{"Wild species used":"L. hirsutum","References":"[235]","Chromosome":"1,2,7,12","Mapping population":"BC1"};{};PMC2267253
571;Curly leaf;{};{"Wild species used":"L. pimpinellifolium","References":"[231]","Chromosome":"2,3,5,6,8,9,11","Mapping population":"BC2F6"};{};PMC2267253
572;Days to emergence;{};{"Wild species used":"L. pimpinellifolium","References":"[208]","Chromosome":"1,2,3","Mapping population":"BC1"};{};PMC2267253
573;Days to 1st flower;{};{"Wild species used":"L. pimpinellifolium","References":"[208]","Chromosome":"1,2","Mapping population":"BC1"};{};PMC2267253
574;L. pimpinellifolium;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"2 Q"};{};PMC2267253
575;Days to 1st ripe fruit;{};{"Wild species used":"L. pimpinellifolium","References":"[208]","Chromosome":"2,4","Mapping population":"BC1"};{};PMC2267253
576;L. pimpinellifolium;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"2 Q"};{};PMC2267253
577;Days to 3rd leaf;{};{"Wild species used":"L. pimpinellifolium","References":"[208]","Chromosome":"1,2,3","Mapping population":"BC1"};{};PMC2267253
578;Flwr., number/plant;{};{"Wild species used":"L. hirsutum","References":"[235]","Chromosome":"1","Mapping population":"BC1"};{};PMC2267253
579;Flwr., number/truss;{};{"Wild species used":"L. pimpinellifolium","References":"[208]","Chromosome":"3,6,9","Mapping population":"BC1"};{};PMC2267253
580;L. pimpinellifolium;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"5 Q"};{};PMC2267253
581;L. pimpinellifolium;{};{"Wild species used":"F2","Chromosome":"[426]","Mapping population":"9 Q"};{};PMC2267253
582;Flwr. node number;{};{"Wild species used":"L. cheesmanii","References":"[280]","Chromosome":"4,8,9,11","Mapping population":"F8 RILs"};{};PMC2267253
583;Hort. acceptability;{};{"Wild species used":"L. parviflorum","References":"[234]","Chromosome":"1,5,9","Mapping population":"BC3"};{};PMC2267253
584;Inflores. raquis length;{};{"Wild species used":"L. hirsutum","References":"[235]","Chromosome":"1,5,7","Mapping population":"BC1"};{};PMC2267253
585;Inflores. veg. meristem;{};{"Wild species used":"L. hirsutum","References":"[235]","Chromosome":"4,12","Mapping population":"BC1"};{};PMC2267253
586;Leaf, length;{};{"Wild species used":"L. cheesmanii","References":"[280]","Chromosome":"2,3,4,6,11","Mapping population":"F8 RIL"};{};PMC2267253
587;Leaflet, apex angle;{};{"Wild species used":"L. pennellii","References":"[404]","Chromosome":"4,5,7","Mapping population":"F2"};{};PMC2267253
588;Leaflet, D/L ratio;{};{"Wild species used":"L. pennellii","References":"[404]","Chromosome":"5","Mapping population":"F2"};{};PMC2267253
589;Leaflet, length;{};{"Wild species used":"L. pennellii","References":"[404]","Chromosome":"2,11,12","Mapping population":"F2"};{};PMC2267253
590;Leaflet, number;{};{"Wild species used":"L. pennellii","References":"[404]","Chromosome":"1,5","Mapping population":"F2"};{};PMC2267253
591;Leaflet, surface area;{};{"Wild species used":"L. pennellii","References":"[404]","Chromosome":"10,11","Mapping population":"F2"};{};PMC2267253
592;Leaflet, width;{};{"Wild species used":"L. pennellii","References":"[404]","Chromosome":"17,12","Mapping population":"F2"};{};PMC2267253
593;Leaflet, W/L ratio;{};{"Wild species used":"L. pennellii","References":"[404]","Chromosome":"1,4","Mapping population":"F2"};{};PMC2267253
594;Male sterility;{};{"Wild species used":"L. pimpinellifolium","References":"[271]","Chromosome":"2","Mapping population":"F2"};{};PMC2267253
595;Node number;{};{"Wild species used":"L. cheesmanii","References":"[280]","Chromosome":"1,2,3,6,8","Mapping population":"F8 RIL"};{};PMC2267253
596;									Plant cover;{};{"Wild species used":"L. peruvianum","References":"[240]","Chromosome":"1,2,3,5,8,9,10","Mapping population":"BC3, BC4"};{};PMC2267253
597;L. hirsutum;{};{"Wild species used":"BC2, BC3","Chromosome":"[283]","Mapping population":"6 Q"};{};PMC2267253
598;L. parviflorum;{};{"Wild species used":"BC3","Chromosome":"[234]","Mapping population":"19"};{};PMC2267253
599;Plant fresh mass;{};{"Wild species used":"L. cheesmanii","References":"[280]","Chromosome":"2,3,4,6,9,11","Mapping population":"F8 RIL"};{};PMC2267253
600;Plant growth habit;{};{"Wild species used":"L. peruvianum","References":"[240]","Chromosome":"1,2,3,7,8,9","Mapping population":"BC3, BC4"};{};PMC2267253
601;L. pimpinellifolium;{};{"Wild species used":"BC2F6","Chromosome":"[231]","Mapping population":"4 Q"};{};PMC2267253
