qtl_id,TraitOriginalName,trait_name,trait_uri,feature_name #as it table,feature_name #ontology_term,feature_uri #ontology term ID,markers,marker_uri,pmcId,doi,tableId
PMC4321030_TABLE 4_0_24,Plant habit,plant habit,http://purl.obolibrary.org/obo/SP_0000003,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_1_17,CD,plant canopy,http://purl.obolibrary.org/obo/SP_0000236,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_18,DAP1st,days to fruit ripening,http://purl.obolibrary.org/obo/SP_0000366,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_19,Days to 1st ripe fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_20,HAB,plant habit,http://purl.obolibrary.org/obo/SP_0000003,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_21,Maturity,Maturity,http://purl.obolibrary.org/obo/TO_0000174,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_22,Plant architecture,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_23,Canopy density,plant canopy,http://purl.obolibrary.org/obo/SP_0000236,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_24,Plant habit,plant habit,http://purl.obolibrary.org/obo/SP_0000003,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1,,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 2_25,Plant width,plant width,http://purl.obolibrary.org/obo/TO_0006062,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1-At1g21690,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene110_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At1g21690;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_26,W,plant width,http://purl.obolibrary.org/obo/TO_0006062,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1-At1g21690,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene110_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At1g21690;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 4_0_25,Plant width,plant width,http://purl.obolibrary.org/obo/TO_0006062,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1-At1g21690,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene110_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At1g21690;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_0_26,W,plant width,http://purl.obolibrary.org/obo/TO_0006062,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1-At1g21690,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene110_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At1g21690;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
PMC4321030_TABLE 4_1_25,Plant width,plant width,http://purl.obolibrary.org/obo/TO_0006062,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1-At1g21690,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene110_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At1g21690;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4321030_TABLE 4_1_26,W,plant width,http://purl.obolibrary.org/obo/TO_0006062,Flanking Markers,marker,http://purl.obolibrary.org/obo/SO_0001645 ,J1-At1g21690,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene110_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/C2_At1g21690;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_1
PMC4948827_Table 5_27,qELS_T11_A03,qELS_T11_A03,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM15-GNB1078,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 3_16,qLLS_T13_B05_1,qLLS_T13_B05_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM183,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 6_21,qLLS_T13_B05_1,qLLS_T13_B05_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM183,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 6_22,qLLS_T12_B06,qLLS_T12_B06,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM210,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 5_28,qELS_T12_A03,qELS_T12_A03,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM238-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_29,qELS_T12_A03,qELS_T12_A03,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM238-2-AhSW2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 4_8,qTSW_T13_A09,qTSW_T13_A09,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM343,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 4_9,qTSW_T13_A09,qTSW_T13_A09,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM343-GNB377,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 3_17,qELS_T11_A05,qELS_T11_A05,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM65,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 5_30,qELS_T11_A05,qELS_T11_A05,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,PM65,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 4_10,qTSW_T13_A01_1,qTSW_T13_A01_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,S001,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 4
PMC4948827_Table 5_31,qELS_T12_A01,qELS_T12_A01,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,S001-Seq13A10-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_32,qELS_T13_A01,qELS_T13_A01,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,S001-TC39E08,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_33,qELS_T12_A01,qELS_T12_A01,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Seq13A10-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 6_23,qLLS_T13_B04_1,qLLS_T13_B04_1,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Seq17F06,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 6
PMC4948827_Table 5_34,qELS_T10_A03_6,qELS_T10_A03_6,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Seq18A05,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_35,qELS_T11_A03,qELS_T11_A03,,Nearest Marker,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Seq18A05,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 5_36,qELS_T10_A03_6,qELS_T10_A03_6,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Seq18A05-PM238-2,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4948827_Table 3_18,qELS_T10_A03_5,qELS_T10_A03_5,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Seq4F07-GM1073,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 3
PMC4948827_Table 5_37,qELS_T10_A03_5,qELS_T10_A03_5,,Marker Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,Seq4F07-GM1073,,PMC4948827,10.1371/journal.pone.0158452,PMC4948827_Table 5
PMC4266912_Table 3_1,log (β-C),lycopene content,http://purl.obolibrary.org/obo/TO_0002699,ASSOCIATION STATISTICS,ASSOCIATION STATISTICS,,Solyc01g087600.2.1,,PMC4266912,10.1186/s12870-014-0337-9,PMC4266912_Table 3
PMC4266912_Table 3_2,log (TA),titratable acids,http://purl.obolibrary.org/obo/SP_0000345,ASSOCIATION STATISTICS,ASSOCIATION STATISTICS,,Solyc01g107550.2.1,,PMC4266912,10.1186/s12870-014-0337-9,PMC4266912_Table 3
PMC4266912_Table 3_3,log (FW),plant fresh weight,http://purl.obolibrary.org/obo/TO_0000442,ASSOCIATION STATISTICS,ASSOCIATION STATISTICS,,Solyc02g078790.2.1,,PMC4266912,10.1186/s12870-014-0337-9,PMC4266912_Table 3
PMC4872001_Table 2_1,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_2,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_3,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_4,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_5,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_6,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_7,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_8,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_9,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_10,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_11,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_12,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_13,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_14,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_15,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_16,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_17,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_18,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_19,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_20,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_21,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_22,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_23,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_24,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_25,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_26,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_27,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_28,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_29,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_30,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_31,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_32,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_33,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_34,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_35,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_36,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_37,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_38,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_39,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_40,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_41,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_42,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_43,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_44,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_45,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_46,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_47,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_48,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_49,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_50,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_51,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_52,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_53,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4872001_Table 2_54,Morphological traits,plant morphology trait,http://purl.obolibrary.org/obo/TO_0000017,Solyc ID,Solyc ID,,Solyc02g083900.2.1,,PMC4872001,10.3389/fpls.2016.00664,PMC4872001_Table 2
PMC4266912_Table 3_4,log (t-LYC),lycopene content,http://purl.obolibrary.org/obo/TO_0002699,ASSOCIATION STATISTICS,ASSOCIATION STATISTICS,,Solyc03g031480.2.1,,PMC4266912,10.1186/s12870-014-0337-9,PMC4266912_Table 3
PMC4266912_Table 3_5,AsA,AsA,,ASSOCIATION STATISTICS,ASSOCIATION STATISTICS,,Solyc03g112630.2.1,,PMC4266912,10.1186/s12870-014-0337-9,PMC4266912_Table 3
PMC4266912_Table 3_6,log (PHE),phenolic compound content,http://purl.obolibrary.org/obo/TO_0020076,ASSOCIATION STATISTICS,ASSOCIATION STATISTICS,,Solyc08g082350.2.1,,PMC4266912,10.1186/s12870-014-0337-9,PMC4266912_Table 3
PMC4266912_Table 3_7,log (pH),pH,http://purl.obolibrary.org/obo/SP_0000170,ASSOCIATION STATISTICS,ASSOCIATION STATISTICS,,Solyc11g017070.1.1,,PMC4266912,10.1186/s12870-014-0337-9,PMC4266912_Table 3
PMC4321030_TABLE 1_5,Fruit quality,fruit quality,http://purl.obolibrary.org/obo/TO_0002728,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 1
PMC4321030_TABLE 2_27,Brix,total soluble solids,http://purl.obolibrary.org/obo/SP_0000165,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_28,FP,fruit perimeter,http://purl.obolibrary.org/obo/SP_0000087,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_29,Fruit quality,fruit quality,http://purl.obolibrary.org/obo/TO_0002728,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_30,Fruit size,fruit size,http://purl.obolibrary.org/obo/TO_0002625,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_31,Brix,total soluble solids,http://purl.obolibrary.org/obo/SP_0000165,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_32,Plant shape,Plant shape,,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_33,Seed weight,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_34,SH,SH,,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 2_35,SW,seed weight,http://purl.obolibrary.org/obo/TO_0000181,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 2
PMC4321030_TABLE 4_0_27,Brix,total soluble solids,http://purl.obolibrary.org/obo/SP_0000165,Peak Marker or Interval,marker,http://purl.obolibrary.org/obo/SO_0001645 ,T0408,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene78_0-i22;http://solgenomics.net/genome/Solanum_pennellii/variation/T0408;,PMC4321030,10.1534/g3.114.014654,PMC4321030_TABLE 4_0
